"","id","region","takeup_survey","age","agpop","educ","rice_inc","ricearea_2010","disaster_loss","insurance_repay","insurance_buy","disaster_prob","general_trust","male","default","delay","intensive","info_takeup_rate","info_takeup_list","info_none","understanding","day","risk_averse","literacy","educ_good","reveal","disaster_yes","address","village"
"2063",11123118,1,1,44,4,1,80,16,NA,0,1,40,1,1,0,1,1,0,0,1,0.40000001,23,0.39999998,1,0,NA,1,96,19
"2065",11123098,1,0,47,5,1,70,9,20,1,1,20,1,1,0,1,1,0,0,1,0.60000002,23,0.19999999,1,0,NA,1,96,19
"2066",11123097,1,0,70,4,1,90,2,NA,0,0,30,1,1,0,1,1,0,0,1,1,23,0,1,0,NA,0,96,19
"2068",11123141,1,0,48,4,2,90,21,20,1,1,20,1,1,0,1,1,0,0,1,0.60000002,23,0.2,1,1,NA,1,97,19
"2072",11123138,1,1,62,4,2,100,30,NA,1,1,40,1,1,0,1,0,0,0,1,0.40000001,22,1,1,1,NA,1,97,19
"2074",11123124,1,0,36,4,1,100,28,5,1,1,30,1,1,0,1,1,0,0,1,0.60000002,23,0,1,0,NA,1,97,19
"2075",11123137,1,1,45,3,1,60,3,NA,0,0,50,1,1,0,1,0,0,0,1,0.40000001,23,1,1,0,NA,0,97,19
"2081",11123126,1,0,49,5,1,60,25,NA,0,1,0,1,1,0,1,0,0,0,1,0.40000001,23,0,1,0,NA,1,97,19
"2085",11123166,1,0,48,4,2,100,18,NA,0,1,20,1,1,0,1,0,0,0,1,0.2,25,0,1,1,NA,1,98,19
"2086",11123153,1,1,64,4,2,30,2.5,NA,0,0,30,1,1,0,1,0,0,0,1,0.60000002,25,0.19999999,1,1,NA,0,98,19
"2089",11123148,1,0,46,4,1,100,10,50,0,1,40,1,1,0,1,0,0,0,1,0.2,25,0.39999998,1,0,NA,1,98,19
"2091",11123151,1,0,43,5,2,20,5,NA,1,1,20,1,1,0,1,1,0,0,1,0.2,25,0.39999998,1,1,NA,0,98,19
"2093",11123171,1,1,70,6,0,90,14,NA,0,1,20,1,1,0,1,1,0,0,1,0.2,25,0,0,0,NA,0,98,19
"2099",11123160,1,0,53,4,1,60,12.8,NA,1,1,20,1,1,0,1,0,0,0,1,0.2,21,0.60000002,1,0,NA,0,98,19
"2106",11123189,1,0,61,3,1,100,26,NA,1,1,50,1,1,0,1,1,0,0,1,1,25,0.80000001,1,0,NA,1,98,19
"2108",11123172,1,1,67,11,0,90,24,10,0,0,50,1,1,0,1,1,0,0,1,0.60000002,25,0.19999999,0,0,NA,1,98,19
"2109",11123149,1,0,44,4,1,50,13,NA,0,0,0,1,1,0,1,0,0,0,1,0.40000001,25,0.19999999,1,0,NA,0,98,19
"2120",11123408,1,0,77,4,1,100,8,NA,0,1,20,1,1,1,1,1,0,0,1,0.2,25,0.39999998,1,0,NA,0,99,19
"2123",11123407,1,0,70,6,1,90,16,NA,1,1,30,1,1,1,1,0,0,0,1,0.2,25,0.39999998,1,0,NA,1,99,19
"2124",11123401,1,0,48,4,1,100,40,NA,0,0,50,1,1,1,1,0,0,0,1,0.2,25,0.39999998,1,0,NA,1,99,19
"2125",11123414,1,0,48,8,1,80,19,50,0,0,30,1,1,1,1,1,0,0,1,0.40000001,25,0,1,0,NA,1,99,19
"2133",11123400,1,0,43,4,0,40,13,70,0,1,50,1,0,1,1,0,0,0,1,0.2,25,0.19999999,0,0,NA,1,99,19
"2138",11123426,1,0,39,4,2,100,35,NA,0,0,60,1,1,1,1,1,0,0,1,0.60000002,25,0.80000001,1,1,NA,1,99,19
"2139",11123410,1,0,50,4,1,100,30,NA,0,0,50,1,1,1,1,1,0,0,1,0.2,25,0.39999998,1,0,NA,1,99,19
"2147",11123434,1,1,50,3,2,80,17,NA,0,0,50,1,1,0,1,0,0,0,1,0.60000002,25,0.19999999,1,1,NA,1,100,19
"2150",11123440,1,1,57,3,1,80,10.7,NA,0,0,30,1,1,0,1,0,0,0,1,0.2,25,0,1,0,NA,0,100,19
"2152",11123451,1,1,44,5,1,100,27,20,1,1,30,1,1,0,1,1,0,0,1,0.60000002,25,0,1,0,NA,1,100,19
"2153",11123448,1,0,40,4,2,100,26,NA,0,1,20,1,1,0,1,1,0,0,1,0.2,25,0.60000002,1,1,NA,1,100,19
"2158",11123449,1,0,39,4,2,30,21,NA,0,0,50,1,1,0,1,0,0,0,1,0.2,25,0.80000001,1,1,NA,1,100,19
"2164",1118016,1,1,76,3,0,100,5,NA,0,1,20,1,1,0,1,1,0,0,1,0,13,0,0,0,NA,0,101,20
"2165",1118013,1,0,58,7,1,30,3,50,0,0,30,1,1,0,1,0,0,0,1,0.60000002,13,0,1,0,NA,1,101,20
"2168",1118012,1,0,73,10,0,100,3,NA,1,1,50,1,1,0,1,0,0,0,1,0,13,0,0,0,NA,0,101,20
"2170",1118030,1,0,58,6,0,75,14,NA,0,0,40,1,1,0,1,0,0,0,1,1,13,0,0,0,NA,0,101,20
"2176",1118043,1,1,67,2,3,70,5.5,NA,0,0,50,1,1,0,1,1,0,0,1,0.2,13,0,1,1,NA,0,101,20
"2182",1118020,1,1,38,4,1,60,10.8,NA,0,1,0,1,1,0,1,0,0,0,1,0.2,13,0,1,0,NA,0,101,20
"2185",1118028,1,1,65,6,3,60,10,NA,0,0,50,1,1,0,1,0,0,0,1,1,13,0.2,1,1,NA,NA,101,20
"2187",1118436,1,0,42,8,3,100,23,NA,0,1,20,1,1,1,1,0,0,0,1,0.40000001,11,0,1,1,NA,1,102,20
"2189",1118427,1,0,57,2,2,60,5,20,0,0,50,0,1,1,1,0,0,0,1,0,11,0.60000002,1,1,NA,1,102,20
"2192",1118445,1,1,36,6,2,20,9,NA,0,1,20,1,1,1,1,1,0,0,1,0.2,11,0,1,1,NA,0,102,20
"2196",1118426,1,0,43,4,1,NA,14,5,1,1,40,1,1,1,1,0,0,0,1,0.2,11,0,1,0,NA,1,102,20
"2198",1118444,1,0,57,6,0,100,14,20,0,0,30,1,1,1,1,1,0,0,1,0.40000001,11,0,0,0,NA,1,102,20
"2200",1118449,1,1,55,5,1,60,10,50,1,0,40,1,1,1,1,1,0,0,1,0.40000001,11,0,1,0,NA,1,102,20
"2201",1118429,1,0,44,4,1,NA,18,15,0,0,30,1,1,1,1,0,0,0,1,0.80000001,11,0,1,0,NA,1,102,20
"2206",1118452,1,1,54,7,2,100,10,40,0,0,30,1,1,1,1,1,0,0,1,1,11,0,1,1,NA,1,102,20
"2213",1118055,1,0,59,6,2,40,4,NA,1,0,20,1,1,0,1,1,0,0,1,0.60000002,16,0,1,1,NA,0,103,20
"2216",1118084,1,0,58,5,0,80,5,20,0,0,30,1,1,0,1,1,0,0,1,0.60000002,13,0,0,0,NA,1,103,20
"2217",1118074,1,0,67,5,0,20,5,NA,1,1,50,1,1,0,1,1,0,0,1,1,13,0,0,0,NA,0,103,20
"2230",1118071,1,1,54,1,0,60,10,NA,0,0,50,1,1,0,1,0,0,0,1,1,13,0.2,0,0,NA,NA,103,20
"2232",1118068,1,0,59,6,0,100,8,NA,1,1,20,1,1,0,1,1,0,0,1,0,13,0,0,0,NA,0,103,20
"2233",1118081,1,0,49,4,2,70,8,NA,0,1,40,1,1,0,1,1,0,0,1,0.40000001,13,1,1,1,NA,0,103,20
"2235",1118077,1,0,67,4,0,90,8,NA,0,1,20,1,1,0,1,0,0,0,1,0.40000001,13,0,0,0,NA,0,103,20
"2236",1118087,1,1,53,4,0,NA,20,80,0,0,50,0,1,1,1,0,0,0,1,0,13,0,0,0,NA,1,104,20
"2238",1118094,1,1,40,5,2,35,16,20,0,1,20,1,1,1,1,0,0,0,1,0.40000001,13,0,1,1,NA,1,104,20
"2240",1118095,1,1,37,5,2,100,28,3,1,1,30,1,1,1,1,1,0,0,1,0.40000001,13,0,1,1,NA,1,104,20
"2241",1118101,1,1,69,3,0,85,8,20,0,0,50,1,1,1,1,0,0,0,1,0.40000001,13,0,0,0,NA,1,104,20
"2247",1118104,1,1,74,6,0,100,2,NA,1,1,20,1,1,1,1,1,0,0,1,0.80000001,13,0.19999999,0,0,NA,0,104,20
"2248",1118117,1,1,62,6,0,70,10,NA,0,1,30,1,1,1,1,1,0,0,1,1,13,0,0,0,NA,0,104,20
"2257",1118114,1,1,47,5,3,70,10,NA,0,1,20,1,1,1,1,1,0,0,1,0.60000002,13,1,1,1,NA,0,104,20
"2261",1118232,1,0,66,5,1,45,6,NA,0,0,30,1,1,0,1,0,0,0,1,0.40000001,11,0,1,0,NA,0,106,20
"2263",1118187,1,1,41,4,2,70,15,NA,0,0,30,1,0,0,1,1,0,0,1,0.80000001,11,0,1,1,NA,NA,106,20
"2264",1118213,1,1,52,5,2,60,7,NA,0,1,40,1,0,0,1,1,0,0,1,0.60000002,11,0,1,1,NA,0,106,20
"2270",1118203,1,0,52,3,1,40,12,NA,0,0,50,1,1,0,1,0,0,0,1,0.2,11,0,1,0,NA,0,106,20
"2273",1118206,1,1,55,2,3,15,1.9,NA,1,1,20,1,1,0,1,0,0,0,1,0.60000002,11,0,1,1,NA,0,106,20
"2274",1118224,1,1,68,2,0,50,5,NA,0,0,50,1,1,0,1,1,0,0,1,1,11,0,0,0,NA,0,106,20
"2276",1118222,1,0,33,4,1,100,7,3,0,1,30,1,1,0,1,0,0,0,1,0.80000001,11,0,1,0,NA,1,106,20
"2277",1118200,1,1,45,4,0,30,6,NA,0,1,20,1,1,0,1,0,0,0,1,0.2,11,0,0,0,NA,0,106,20
"2285",1118188,1,0,51,2,0,15,1.4,NA,1,1,20,1,0,0,1,1,0,0,1,0.40000001,11,0.19999999,0,0,NA,1,106,20
"2288",1118216,1,1,72,5,0,100,8,NA,0,1,20,1,1,0,1,1,0,0,1,0.40000001,11,0,0,0,NA,0,106,20
"2289",1118207,1,1,46,10,0,100,5,60,0,1,30,1,0,0,1,1,0,0,1,0.60000002,11,0.39999998,0,0,NA,1,106,20
"2293",1118380,1,0,43,4,2,100,30,NA,0,0,50,1,1,1,1,1,0,0,1,1,11,0,1,1,NA,1,107,20
"2299",1118356,1,0,45,4,2,100,20,NA,0,1,40,1,1,1,1,1,0,0,1,0.60000002,11,1,1,1,NA,1,107,20
"2302",1118355,1,0,39,4,1,100,20,NA,0,1,50,0,1,1,1,1,0,0,1,0.80000001,11,0,1,0,NA,1,107,20
"2303",1118340,1,0,41,4,2,80,14,NA,0,1,20,0,1,1,1,1,0,0,1,0,11,0,1,1,NA,0,107,20
"2304",1118367,1,1,63,4,1,100,13,30,0,1,20,1,1,1,1,0,0,0,1,1,11,1,1,0,NA,1,107,20
"2309",1118370,1,1,50,5,3,40,10,NA,0,1,20,1,1,1,1,0,0,0,1,0.2,11,0,1,1,NA,0,107,20
"2312",1118369,1,1,48,18,1,30,16,30,1,0,30,1,1,1,1,0,0,0,1,1,11,1,1,0,NA,1,107,20
"2316",1118347,1,1,56,8,1,50,10,NA,0,0,50,1,1,1,1,0,0,0,1,0.80000001,11,1,1,0,NA,0,107,20
"2327",1118417,1,0,40,4,1,100,22,5,0,0,50,1,1,1,1,1,0,0,1,0.60000002,13,0,1,0,NA,1,108,20
"2329",1118398,1,1,41,1,0,50,2.8,NA,1,1,50,1,1,1,1,1,0,0,1,1,13,0,0,0,NA,0,108,20
"2337",1118397,1,0,54,3,1,90,14,20,0,1,20,1,1,1,1,0,0,0,1,0.60000002,13,0,1,0,NA,1,108,20
"2339",1118387,1,1,85,10,0,100,10,NA,0,1,20,1,0,1,1,1,0,0,1,0.2,13,0,0,0,NA,0,108,20
"2343",1118384,1,1,63,3,1,NA,13,40,0,1,20,1,1,1,1,0,0,0,1,0.80000001,13,0,1,0,NA,1,108,20
"2346",1118392,1,1,67,5,1,70,15,NA,0,0,50,1,1,1,1,1,0,0,1,1,13,0.39999998,1,0,NA,0,108,20
"2347",1118385,1,1,35,4,2,100,27,15,0,0,5,1,1,1,1,0,0,0,1,0.60000002,13,0,1,1,NA,1,108,20
"2349",1112093,1,0,51,2,2,80,2,NA,0,0,50,1,1,1,1,1,0,0,1,0.2,20,0,1,1,NA,0,111,22
"2353",1112104,1,0,37,4,1,60,5,NA,0,0,50,1,1,1,1,0,0,0,1,0.2,20,0.19999999,1,0,NA,0,111,22
"2354",1112082,1,1,54,2,2,20,2.4,NA,0,0,50,1,1,1,1,0,0,0,1,0.2,20,0.39999998,1,1,NA,0,111,22
"2355",1112108,1,0,31,4,2,45,5,NA,0,0,50,1,1,1,1,0,0,0,1,0.2,20,0,1,1,NA,0,111,22
"2357",1112099,1,0,40,5,1,70,5,NA,0,1,40,1,1,1,1,1,0,0,1,0.2,20,0,1,0,NA,0,111,22
"2364",1112090,1,0,37,4,1,50,5.2,NA,0,1,20,1,1,1,1,1,0,0,1,0.2,20,0,1,0,NA,0,111,22
"2371",1112084,1,0,73,2,1,100,2.3,NA,1,1,40,1,1,1,1,1,0,0,1,0.2,20,0,1,0,NA,0,111,22
"2378",1112171,1,0,34,4,1,100,22,3,0,1,20,1,1,0,1,0,0,0,1,0.60000002,20,0,1,0,NA,1,112,22
"2385",1112166,1,1,39,4,2,30,3,NA,0,1,40,1,1,0,1,0,0,0,1,0.40000001,20,0,1,1,NA,0,112,22
"2389",1112172,1,0,54,5,2,40,5,30,0,0,50,1,1,0,1,0,0,0,1,0.2,20,0.39999998,1,1,NA,1,112,22
"2390",1112188,1,0,70,2,0,100,2,NA,0,0,50,1,1,0,1,1,0,0,1,0.80000001,20,0,0,0,NA,0,112,22
"2391",1112159,1,0,60,6,0,40,12,NA,0,1,40,1,1,0,1,1,0,0,1,0.2,20,0,0,0,NA,0,112,22
"2392",1112186,1,0,41,4,2,40,7,NA,0,1,5,1,1,0,1,0,0,0,1,1,20,0,1,1,NA,0,112,22
"2395",1112146,1,0,63,2,1,40,4,NA,1,1,20,1,1,0,1,1,0,0,1,0.40000001,20,0.19999999,1,0,NA,0,112,22
"2396",1112194,1,0,37,4,1,60,12,30,0,0,50,1,1,0,1,0,0,0,1,0.2,20,0,1,0,NA,1,112,22
"2400",1112165,1,0,51,4,3,40,8,NA,0,0,50,1,1,0,1,1,0,0,1,0.80000001,20,0,1,1,NA,0,112,22
"2404",1112189,1,1,46,4,1,100,8,NA,0,0,20,1,1,0,1,0,0,0,1,0.40000001,20,0,1,0,NA,0,112,22
"2407",1112248,1,1,56,3,0,70,24,NA,1,0,30,1,1,0,1,0,0,0,1,0.40000001,18,0,0,0,NA,1,113,22
"2419",1112253,1,0,56,5,0,100,5.2,30,0,0,50,1,1,0,1,1,0,0,1,1,18,0,0,0,NA,1,113,22
"2420",1112223,1,1,64,6,1,40,4,NA,1,1,20,1,1,0,1,0,0,0,1,0.40000001,18,0,1,0,NA,0,113,22
"2424",1112232,1,0,38,4,2,100,5.8,20,0,0,20,1,1,0,1,1,0,0,1,0.2,18,0,1,1,NA,1,113,22
"2430",1112239,1,0,38,4,2,20,11.6,30,1,1,20,1,1,0,1,1,0,0,1,0.2,18,0.80000001,1,1,NA,1,113,22
"2435",1112424,1,1,32,2,0,70,15,NA,0,0,50,1,1,0,1,0,0,0,1,1,18,0.2,0,0,NA,NA,114,22
"2439",1112427,1,0,60,10,1,20,8,NA,1,1,30,1,1,0,1,0,0,0,1,0.2,18,0.39999998,1,0,NA,0,114,22
"2440",1112385,1,0,54,7,1,70,9,NA,1,1,70,1,1,0,1,1,0,0,1,0,18,0,1,0,NA,0,114,22
"2446",1112423,1,0,53,3,1,75,5,NA,1,1,40,1,1,0,1,0,0,0,1,0.2,18,0,1,0,NA,0,114,22
"2451",1112425,1,0,67,5,1,50,4,80,1,0,20,1,1,0,1,1,0,0,1,0.2,17,0,1,0,NA,1,114,22
"2454",1112410,1,1,71,6,1,100,2,80,1,0,50,1,1,0,1,0,0,0,1,0.2,18,0,1,0,NA,1,114,22
"2458",1112482,1,1,65,5,1,20,1,NA,1,1,50,1,1,0,1,1,0,0,1,0.40000001,18,0,1,0,NA,0,115,22
"2459",1112469,1,1,73,4,0,40,5,NA,0,0,50,1,1,0,1,1,0,0,1,0.80000001,18,0.2,0,0,NA,NA,115,22
"2461",1112468,1,0,52,2,3,20,6,NA,1,1,20,1,1,0,1,1,0,0,1,0.2,18,0,1,1,NA,0,115,22
"2464",1112483,1,1,72,2,1,100,2,5,1,1,40,1,1,0,1,0,0,0,1,0.60000002,18,0,1,0,NA,1,115,22
"2466",1112456,1,1,54,5,NA,50,5,NA,0,0,30,1,1,0,1,1,0,0,1,0.60000002,18,0,NA,0,NA,0,115,22
"2467",1112498,1,1,60,4,0,85,3,NA,0,1,40,1,1,0,1,1,0,0,1,0.40000001,18,0,0,0,NA,0,115,22
"2469",1112479,1,0,77,12,0,100,2,NA,0,0,20,1,1,0,1,1,0,0,1,0,18,0,0,0,NA,0,115,22
"2473",1112477,1,1,43,4,2,40,4,15,0,1,0,1,1,0,1,0,0,0,1,0.60000002,18,0.39999998,1,1,NA,1,115,22
"2479",1112436,1,0,61,5,0,90,5,NA,1,1,30,1,1,0,1,0,0,0,1,0,18,0,0,0,NA,0,115,22
"2481",1112444,1,0,46,5,2,40,7,NA,0,0,30,1,1,0,1,0,0,0,1,0.2,16,0,1,1,NA,0,115,22
"2488",1112431,1,1,39,5,1,30,5,NA,1,1,50,1,1,0,1,1,0,0,1,0.40000001,18,0.39999998,1,0,NA,0,115,22
"2489",1112452,1,0,44,4,0,70,10,NA,0,1,20,1,1,0,1,0,0,0,1,0,18,0,0,0,NA,0,115,22
"2495",3338017,3,0,54,4,2,40,22,NA,1,1,50,1,1,0,1,0,0,0,1,1.1920929e-08,37,0.39999998,1,1,NA,1,116,23
"2496",3338043,3,0,34,5,1,20,4,NA,0,0,0,1,1,0,1,0,0,0,1,0.40000001,37,0,1,0,NA,0,116,23
"2500",3338008,3,0,63,11,1,100,2,10,1,1,30,1,1,0,1,1,0,0,1,0.80000001,37,0,1,0,NA,1,116,23
"2504",3338022,3,0,58,11,1,100,30,NA,0,1,20,1,1,0,1,0,0,0,1,0.2,37,0,1,0,NA,1,116,23
"2508",3338005,3,1,58,9,1,20,10,100,0,1,50,1,1,0,1,0,0,0,1,0.2,37,0,1,0,NA,1,116,23
"2513",3338027,3,0,52,4,1,30,2.79999995231628,NA,0,0,10,1,1,0,1,1,0,0,1,0.60000002,37,0,1,0,NA,0,116,23
"2518",3338016,3,0,39,6,1,50,20,20,0,1,40,1,1,0,1,0,0,0,1,0.40000001,37,0,1,0,NA,1,116,23
"2519",3338023,3,0,60,4,0,100,14,50,0,0,50,1,1,0,1,0,0,0,1,0.40000001,37,0,0,0,NA,1,116,23
"2522",3338060,3,1,44,5,2,100,25,50,1,1,20,1,1,1,1,0,0,0,1,0.80000001,33,0.39999998,1,1,NA,1,117,23
"2528",3338073,3,1,54,4,3,100,9,40,1,1,30,1,1,1,1,1,0,0,1,0.60000002,33,0.19999999,1,1,NA,1,117,23
"2529",3338054,3,1,64,7,1,20,2,50,1,1,50,1,1,1,1,1,0,0,1,1,33,0.19999999,1,0,NA,1,117,23
"2532",3338064,3,1,60,7,1,50,5,0,0,1,20,1,1,1,1,1,0,0,1,0.40000001,33,0,1,0,NA,0,117,23
"2537",3338057,3,0,51,6,3,60,20,NA,1,1,50,1,1,1,1,0,0,0,1,0.40000001,33,0.60000002,1,1,NA,1,117,23
"2538",3338075,3,0,39,4,2,10,4,NA,0,0,50,1,1,1,1,0,0,0,1,1,33,0,1,1,NA,0,117,23
"2548",3338150,3,1,72,5,1,40,5,NA,1,0,50,1,1,0,1,0,0,0,1,1,37,0.2,1,0,NA,NA,118,23
"2551",3338148,3,1,41,4,0,100,18,NA,1,1,20,1,1,0,1,0,0,0,1,0.80000001,37,0,0,0,NA,1,118,23
"2553",3338144,3,0,51,5,3,100,6,NA,0,0,50,1,1,0,1,1,0,0,1,0.60000002,37,0,1,1,NA,0,118,23
"2563",3338210,3,0,51,7,1,50,11,5,0,1,20,1,1,1,1,1,0,0,1,0.60000002,33,0,1,0,NA,1,119,23
"2566",3338194,3,0,39,4,2,100,8,10,0,1,5,1,1,1,1,0,0,0,1,0.2,33,0,1,1,NA,1,119,23
"2567",3338209,3,1,48,4,1,50,10,40,0,0,30,1,1,1,1,1,0,0,1,0.60000002,33,0,1,0,NA,1,119,23
"2571",3338193,3,0,42,5,2,65,10,NA,0,1,15,1,1,1,1,0,0,0,1,0.80000001,33,0.80000001,1,1,NA,0,119,23
"2572",3338191,3,1,63,2,1,60,10,NA,0,0,50,1,0,1,1,0,0,0,1,1,32,0.2,1,0,NA,NA,119,23
"2609",2226120,2,0,54,9,1,50,20,40,0,0,40,0,1,1,1,1,0,0,1,0,25,0,1,0,NA,1,126,25
"2610",2226100,2,0,58,3,1,100,8,30,0,0,50,1,1,1,1,0,0,0,1,0.2,25,0.60000002,1,0,NA,1,126,25
"2613",2226083,2,0,57,2,0,100,5,20,0,0,20,1,0,1,1,0,0,0,1,0.40000001,25,0.19999999,0,0,NA,1,126,25
"2617",2226101,2,0,50,3,3,100,7,20,0,0,20,1,1,1,1,0,0,0,1,0.40000001,25,0,1,1,NA,1,126,25
"2621",2226095,2,0,61,3,1,100,5.5,15,1,0,20,0,1,1,1,1,0,0,1,0,25,1,1,0,NA,1,126,25
"2627",2226088,2,0,36,5,1,100,6,25,0,1,40,1,0,1,1,0,0,0,1,0.60000002,25,0.19999999,1,0,NA,1,126,25
"2631",2226229,2,1,54,6,0,100,15,30,0,1,20,1,1,1,1,0,0,0,1,0.60000002,25,0,0,0,NA,1,128,25
"2634",2226139,2,1,38,4,1,100,100,20,0,0,20,1,1,1,1,1,0,0,1,0.60000002,25,0.80000001,1,0,NA,1,128,25
"2635",2226232,2,1,40,4,2,90,25,30,1,1,30,1,1,1,1,0,0,0,1,0.60000002,25,0,1,1,NA,1,128,25
"2648",2226188,2,0,40,6,2,70,15,NA,0,0,50,1,1,1,1,0,0,0,1,1,25,0.2,1,1,NA,NA,128,25
"2653",2226149,2,1,36,5,2,100,30,20,0,0,20,1,1,1,1,0,0,0,1,0.60000002,25,0,1,1,NA,1,128,25
"2655",2226180,2,1,46,4,1,80,8,40,0,0,70,1,1,1,1,1,0,0,1,0.2,25,0,1,0,NA,1,128,25
"2656",2226193,2,1,43,4,1,100,16,45,1,0,70,1,1,1,1,1,0,0,1,0.40000001,25,0,1,0,NA,1,128,25
"2660",2226233,2,0,31,5,1,50,10,20,0,0,20,1,0,1,1,1,0,0,1,0.40000001,25,0.80000001,1,0,NA,1,128,25
"2661",2226227,2,1,50,5,2,100,5,30,0,1,50,1,1,1,1,0,0,0,1,0.60000002,25,0,1,1,NA,1,128,25
"2668",2226203,2,1,45,4,3,95,4,30,1,1,20,1,1,1,1,1,0,0,1,0.60000002,25,0,1,1,NA,1,128,25
"2682",2226361,2,1,63,3,1,100,6,20,0,0,30,1,1,0,1,1,0,0,1,0.2,23,0,1,0,NA,1,129,25
"2685",2226350,2,0,64,2,0,100,19,50,0,1,20,1,1,0,1,0,0,0,1,0.2,23,0,0,0,NA,1,129,25
"2688",2226293,2,1,41,4,0,70,20,40,1,1,50,1,1,0,1,1,0,0,1,0.80000001,23,0,0,0,NA,1,129,25
"2689",2226368,2,0,46,4,2,100,40,30,1,1,50,1,1,0,1,0,0,0,1,0.40000001,23,0,1,1,NA,1,129,25
"2690",2226251,2,1,46,4,2,100,2,20,1,1,40,1,1,0,1,1,0,0,1,0.80000001,23,0.39999998,1,1,NA,1,129,25
"2692",2226362,2,1,40,4,2,60,15,40,1,1,20,1,1,0,1,0,0,0,1,1,23,0.19999999,1,1,NA,1,129,25
"2696",2226363,2,0,43,6,1,90,14,20,1,1,50,1,1,0,1,0,0,0,1,0.2,23,0,1,0,NA,1,129,25
"2700",2226249,2,1,47,4,0,100,10,15,0,0,50,1,1,0,1,1,0,0,1,1,23,0,0,0,NA,1,129,25
"2704",2226266,2,1,38,5,0,100,12,20,1,1,30,1,0,0,1,1,0,0,1,1,23,0,0,0,NA,1,129,25
"2705",2226336,2,1,54,5,2,70,6,30,1,1,40,1,1,0,1,1,0,0,1,0.40000001,23,0.19999999,1,1,NA,1,129,25
"2707",2226316,2,0,44,3,1,100,23,20,0,1,20,1,1,0,1,0,0,0,1,0.60000002,23,0,1,0,NA,1,129,25
"2712",2226359,2,0,57,7,0,100,9,25,1,1,20,1,1,0,1,0,0,0,1,0.2,23,0,0,0,NA,1,129,25
"2715",2225073,2,1,53,2,2,70,10,30,1,1,30,1,1,0,1,1,0,0,1,0.2,24,0.60000002,1,1,NA,1,130,26
"2720",2225011,2,0,56,2,3,100,4,20,1,1,50,1,1,0,1,1,0,0,1,1,24,0.19999999,1,1,NA,1,130,26
"2722",2225095,2,0,57,1,0,85,7,20,1,1,20,1,1,0,1,0,0,0,1,0,24,0,0,0,NA,1,130,26
"2731",2225004,2,1,70,2,2,100,5,50,1,0,20,1,1,0,1,1,0,0,1,0.80000001,24,0,1,1,NA,1,130,26
"2738",2225018,2,1,61,2,1,100,6,60,1,1,50,1,1,0,1,0,0,0,1,0,24,0,1,0,NA,1,130,26
"2741",2225029,2,0,48,4,3,80,13,10,0,1,0,1,1,0,1,0,0,0,1,0.60000002,24,0,1,1,NA,1,130,26
"2746",2225102,2,0,72,2,0,100,2,10,1,1,10,1,1,0,1,1,0,0,1,0.2,24,0,0,0,NA,1,130,26
"2752",2225056,2,0,51,7,1,60,5,NA,0,1,40,1,1,0,1,0,0,0,1,0.60000002,24,0.60000002,1,0,NA,0,130,26
"2754",2225099,2,1,58,2,2,50,10,20,1,1,50,1,1,0,1,1,0,0,1,0.80000001,24,0,1,1,NA,1,130,26
"2763",2225172,2,1,41,4,4,80,15,30,1,0,60,1,1,1,1,1,0,0,1,0.60000002,21,0.60000002,1,1,NA,1,131,26
"2764",2225154,2,1,45,3,1,100,20,30,0,1,20,0,1,1,1,0,0,0,1,0.60000002,21,0,1,0,NA,1,131,26
"2768",2225167,2,1,56,2,2,100,4,20,0,0,50,1,1,1,1,0,0,0,1,0.40000001,21,0,1,1,NA,1,131,26
"2769",2225147,2,0,43,4,2,100,20,30,1,1,40,1,1,1,1,0,0,0,1,0.40000001,21,0,1,1,NA,1,131,26
"2775",2225135,2,1,50,6,2,100,13,30,1,0,80,1,1,1,1,1,0,0,1,0.60000002,21,0,1,1,NA,1,131,26
"2777",2225165,2,1,51,8,1,100,22,4,0,0,30,1,1,1,1,1,0,0,1,0.60000002,21,0.80000001,1,0,NA,1,131,26
"2782",2225235,2,1,39,5,1,100,20,30,1,1,30,1,1,0,1,1,0,0,1,0.40000001,24,0.19999999,1,0,NA,1,132,26
"2786",2225231,2,1,52,4,1,76,15,20,1,1,40,1,1,0,1,0,0,0,1,0.60000002,24,0,1,0,NA,1,132,26
"2789",2225216,2,1,42,4,1,100,8,20,0,0,50,1,1,0,1,1,0,0,1,0.80000001,24,0.60000002,1,0,NA,1,132,26
"2790",2225229,2,1,46,5,2,90,9,20,0,0,50,1,1,0,1,1,0,0,1,1,24,0,1,1,NA,1,132,26
"2796",2225264,2,1,63,5,2,100,10,20,1,1,50,1,1,0,1,0,0,0,1,0.60000002,24,0,1,1,NA,1,132,26
"2797",2225249,2,1,71,2,0,100,5,30,1,1,30,1,1,0,1,1,0,0,1,0.40000001,24,0,0,0,NA,1,132,26
"2799",2225234,2,1,47,5,3,100,10,30,1,1,20,1,1,0,1,0,0,0,1,0.40000001,24,0,1,1,NA,1,132,26
"2800",33311012,3,0,41,4,1,100,11,20,0,0,50,1,1,1,1,0,0,0,1,0.60000002,37,0,1,0,NA,1,133,27
"2801",33311017,3,0,63,5,1,100,3,NA,0,1,20,0,1,1,1,1,0,0,1,0,37,0,1,0,NA,0,133,27
"2808",33311022,3,1,49,5,1,100,7,NA,1,1,20,1,1,1,1,1,0,0,1,0.80000001,38,0,1,0,NA,0,133,27
