"","id","X","region","takeup_survey","age","agpop","educ","rice_inc","ricearea_2010","disaster_loss","insurance_repay","insurance_buy","disaster_prob","general_trust","male","default","delay","intensive","info_takeup_rate","info_takeup_list","info_none","understanding","day","risk_averse","literacy","educ_good","reveal","disaster_yes","address","village","group","ricearea_2010_per_capita","membership","assignment"
"1458",2223338,1458,2,1,45,5,1,95,5,25,1,1,30,1,0,0,1,0,1,0,0,0.40000001,21,0,1,0,NA,1,75,15,206,1,18,1
"1459",2223342,1459,2,1,58,1,0,90,2,NA,1,1,20,1,0,0,1,1,1,0,0,0.2,21,0,0,0,NA,0,75,15,207,2,18,2
"1460",2223345,1460,2,1,42,3,0,100,4,20,1,1,50,1,0,0,0,0,0,0,1,0,20,0,0,0,0,1,75,15,201,1.33333333333333,18,4
"1461",2223352,1461,2,0,38,6,2,100,6,0,0,1,100,0,1,0,1,1,0,0,1,0.40000001,21,0,1,1,NA,0,75,15,206,1,18,4
"1462",2223354,1462,2,1,57,1,2,40,2,30,1,1,40,1,1,1,1,1,1,0,0,0.60000002,21,0,1,1,NA,1,73,15,201,2,18,3
"1463",2223355,1463,2,0,54,5,1,60,5,30,1,1,20,1,1,0,1,0,1,0,0,0.40000001,21,0,1,0,NA,1,75,15,206,1,18,3
"1464",2224003,1464,2,0,48,5,1,30,10,NA,1,1,30,1,0,1,1,1,1,0,0,0.60000002,25,0,1,0,NA,0,138,29,212,2,13,4
"1465",2224004,1465,2,0,35,4,1,100,6,20,1,0,20,1,0,1,1,0,0,0,1,0.2,25,0,1,0,NA,1,138,29,209,1.5,13,4
"1466",2224005,1466,2,1,37,4,3,25,3,20,0,0,50,1,1,1,0,1,0,0,1,0.80000001,22,0,1,1,0,1,138,29,209,0.75,13,3
"1467",2224006,1467,2,1,56,5,2,100,15,20,0,0,40,1,1,1,0,0,0,0,1,0.60000002,22,1,1,1,0,1,138,29,212,3,13,3
"1468",2224010,1468,2,1,68,6,1,100,12,30,1,1,50,1,1,1,1,1,0,0,1,0.60000002,25,0,1,0,NA,1,138,29,212,2,13,2
"1469",2224011,1469,2,1,55,5,2,100,20,20,0,1,20,1,1,1,0,1,0,0,1,0.60000002,22,0,1,1,1,1,138,29,212,4,13,1
"1470",2224014,1470,2,1,41,5,1,100,15,30,1,1,30,1,1,1,1,0,1,0,0,0.60000002,25,0,1,0,NA,1,138,29,212,3,13,4
"1471",2224016,1471,2,1,40,4,1,100,8,10,0,0,20,1,1,1,0,1,0,0,1,0,22,0.19999999,1,0,0,1,138,29,211,2,13,4
"1472",2224017,1472,2,1,59,6,2,100,8,20,1,1,50,1,1,1,0,0,0,0,1,0.2,22,0,1,1,0,1,138,29,210,1.33333333333333,13,4
"1473",2224018,1473,2,0,32,3,1,40,12,NA,0,0,0,0,0,1,0,0,0,0,1,0.40000001,22,0,1,0,NA,0,138,29,211,4,13,3
"1474",2224020,1474,2,1,68,3,1,100,3,30,0,1,50,1,1,1,0,1,0,0,1,0.80000001,20,0,1,0,0,1,138,29,209,1,13,2
"1475",2224021,1475,2,1,67,7,2,90,12,30,1,1,20,1,1,1,1,0,0,1,0,0.40000001,25,0,1,1,NA,1,138,29,210,1.71428571428571,13,3
"1476",2224022,1476,2,1,66,3,1,30,8,60,1,1,50,1,1,1,1,0,0,0,1,0,25,0,1,0,NA,1,138,29,211,2.66666666666667,13,2
"1477",2224023,1477,2,1,33,4,2,90,20,10,1,0,20,1,1,1,1,0,0,0,1,0.40000001,25,0,1,1,NA,1,138,29,211,5,13,1
"1478",2224027,1478,2,1,79,5,0,100,45,30,0,1,40,1,0,1,0,0,0,0,1,0.40000001,22,0.19999999,0,0,NA,1,138,29,212,9,13,3
"1479",2224030,1479,2,1,50,4,0,100,10,15,1,1,50,1,1,1,1,1,0,1,0,0.40000001,25,0,0,0,NA,1,138,29,211,2.5,13,4
"1480",2224036,1480,2,0,42,4,2,100,20,20,0,1,20,1,1,1,0,0,0,0,1,0.40000001,22,0.39999998,1,1,0,1,138,29,211,5,13,3
"1481",2224043,1481,2,0,39,5,1,100,10,10,1,1,30,1,0,1,1,0,0,0,1,0.2,25,0,1,0,NA,1,138,29,212,2,13,2
"1482",2224044,1482,2,1,40,5,1,50,10,10,1,1,20,1,1,1,1,1,0,1,0,0.40000001,25,0,1,0,NA,1,138,29,212,2,13,1
"1483",2224047,1483,2,0,54,8,0,90,13,NA,1,1,50,1,0,1,0,0,0,0,1,0,22,0,0,0,0,0,138,29,210,1.625,13,2
"1484",2224052,1484,2,0,64,6,0,100,8,20,1,1,40,1,0,1,1,1,0,0,1,0.2,25,0,0,0,NA,1,138,29,210,1.33333333333333,13,1
"1485",2224053,1485,2,1,63,6,1,100,6,10,1,0,40,1,1,1,1,0,0,0,1,0.40000001,25,0,1,0,NA,1,138,29,210,1,13,4
"1486",2224056,1486,2,1,57,7,0,100,14,20,0,0,30,1,0,1,0,1,0,0,1,0.60000002,22,0,0,0,0,1,138,29,212,2,13,4
"1487",2224057,1487,2,0,71,6,0,90,12,30,0,0,30,1,1,1,0,0,0,0,1,0,22,0,0,0,0,1,138,29,212,2,13,3
"1488",2224058,1488,2,1,36,3,1,100,6,90,1,1,50,1,1,1,0,1,0,0,1,0,22,0.80000001,1,0,0,1,138,29,211,2,13,2
"1489",2224060,1489,2,1,40,6,2,100,15,20,1,1,50,1,1,1,1,1,0,0,1,0.80000001,25,0,1,1,NA,1,138,29,212,2.5,13,2
"1490",2224064,1490,2,1,74,5,0,100,9,50,1,1,40,1,0,1,1,0,0,1,0,0.40000001,25,0,0,0,NA,1,138,29,210,1.8,13,3
"1491",2224076,1491,2,0,33,6,0,90,20,20,0,0,50,0,0,1,1,1,1,0,0,0.2,25,0,0,0,NA,1,139,29,216,3.33333333333333,13,4
"1492",2224079,1492,2,0,51,3,1,100,15,20,0,1,20,1,1,1,1,1,0,0,1,0.2,25,0,1,0,NA,1,139,29,215,5,13,4
"1493",2224090,1493,2,1,78,2,0,93,2,28,1,1,30,0,1,1,0,1,0,0,1,0.80000001,25,0.60000002,0,0,0,1,139,29,209,1,13,1
"1494",2224092,1494,2,1,70,2,2,60,2,40,1,1,50,1,0,1,0,1,0,0,1,0,22,0,1,1,1,1,139,29,209,1,13,4
"1495",2224093,1495,2,0,40,5,0,100,10,20,0,0,50,1,0,1,0,0,0,0,1,0.2,25,0.19999999,0,0,0,1,139,29,210,2,13,2
"1496",2224094,1496,2,1,43,5,0,100,13,40,0,0,40,0,0,1,1,1,0,0,1,0.2,25,0,0,0,NA,1,139,29,210,2.6,13,1
"1497",2224096,1497,2,1,34,4,0,100,20,20,1,1,50,1,0,1,1,1,0,1,0,0.2,25,0,0,0,NA,1,139,29,216,5,13,3
"1498",2224097,1498,2,1,51,4,0,100,16,30,0,0,20,0,1,1,1,0,1,0,0,0.2,25,0.19999999,0,0,NA,1,139,29,216,4,13,2
"1499",2224100,1499,2,0,38,4,0,70,6,20,1,1,30,1,0,1,1,0,0,1,0,0.2,25,0,0,0,NA,1,139,29,210,1.5,13,4
"1500",2224110,1500,2,1,32,6,3,100,50,30,1,1,30,1,1,0,0,0,0,0,1,0.60000002,22,0.39999998,1,1,0,1,140,29,220,8.33333333333333,13,4
"1501",2224111,1501,2,0,50,5,2,60,8,20,0,1,10,1,1,0,1,1,1,0,0,0.40000001,23,0,1,1,NA,1,140,29,218,1.6,13,4
"1502",2224112,1502,2,0,56,3,0,50,4,NA,1,1,40,1,1,0,0,1,0,0,1,0,22,0,0,0,0,0,140,29,209,1.33333333333333,13,3
"1503",2224115,1503,2,1,55,5,0,100,4,40,0,0,50,1,1,0,0,0,0,0,1,0.2,22,0,0,0,0,1,140,29,218,0.8,13,3
"1504",2224120,1504,2,1,76,5,0,100,2,30,1,1,80,1,1,0,1,0,0,1,0,0,23,0,0,0,NA,1,140,29,218,0.4,13,2
"1505",2224121,1505,2,1,43,6,1,90,18,40,1,1,30,1,1,0,1,1,0,0,1,0.60000002,23,0,1,0,NA,1,140,29,220,3,13,3
"1506",2224125,1506,2,1,73,10,0,100,5,30,1,1,20,1,1,0,1,1,0,1,0,0,23,0,0,0,NA,1,140,29,218,0.5,13,1
"1507",2224126,1507,2,0,45,6,1,65,12,50,1,1,50,1,1,0,1,1,0,0,1,0.60000002,23,0.19999999,1,0,NA,1,140,29,220,2,13,2
"1508",2224128,1508,2,1,37,4,0,100,18,17,1,0,40,1,0,0,0,1,0,0,1,0.40000001,22,0,0,0,NA,1,140,29,215,4.5,13,3
"1509",2224130,1509,2,1,48,7,2,70,12,30,1,1,50,1,1,0,0,0,0,0,1,0.80000001,22,0,1,1,0,1,140,29,220,1.71428571428571,13,1
"1510",2224131,1510,2,0,42,6,1,100,5,20,1,1,20,1,1,0,1,1,0,1,0,0.40000001,23,0.19999999,1,0,NA,1,140,29,218,0.833333333333333,13,4
"1511",2224135,1511,2,1,71,4,1,100,11,20,0,0,30,1,1,0,0,0,0,0,1,0.2,22,0,1,0,0,1,140,29,215,2.75,13,2
"1512",2224139,1512,2,1,35,5,3,100,180,30,1,1,20,1,1,0,1,0,0,1,0,1,23,0.39999998,1,1,NA,1,140,29,220,36,13,4
"1513",2224141,1513,2,1,68,2,0,100,3,35,0,1,25,1,1,0,0,1,0,0,1,0.80000001,22,0.19999999,0,0,0,1,140,29,209,1.5,13,2
"1514",2224146,1514,2,1,54,5,3,40,4,30,0,1,10,1,0,0,0,1,0,0,1,0.60000002,22,0,1,1,0,1,140,29,218,0.8,13,3
"1515",2224151,1515,2,1,58,5,2,100,12,25,1,1,50,1,1,0,1,0,0,0,1,0.2,23,0,1,1,NA,1,140,29,220,2.4,13,3
"1516",2224205,1516,2,0,40,1,2,100,3.5,10,0,1,20,1,1,0,1,0,0,0,1,0.40000001,26,0,1,1,NA,1,142,29,223,3.5,13,4
"1517",2224206,1517,2,0,50,5,0,100,18,25,0,0,30,1,0,0,0,1,0,0,1,0,22,0,0,0,0,1,142,29,224,3.6,13,4
"1518",2224209,1518,2,1,44,5,1,100,6,20,0,1,20,1,1,0,0,1,0,0,1,0.60000002,22,0.19999999,1,0,0,1,142,29,222,1.2,13,4
"1519",2224210,1519,2,0,69,2,1,60,5,90,1,1,50,0,1,0,0,1,0,0,1,0,22,0,1,0,1,1,142,29,223,2.5,13,3
"1520",2224211,1520,2,1,58,7,1,80,12,50,0,0,40,1,0,0,0,0,0,0,1,0.2,22,0,1,0,NA,1,142,29,222,1.71428571428571,13,3
"1521",2224216,1521,2,0,37,4,1,100,10,30,1,1,50,0,0,0,1,0,0,1,0,1,25,0,1,0,NA,1,142,29,223,2.5,13,2
"1522",2224218,1522,2,0,40,5,1,100,5.40000009536743,20,1,1,20,1,0,0,1,1,0,0,1,0,25,0,1,0,NA,1,142,29,222,1.08000001907349,13,2
"1523",2224220,1523,2,0,43,5,0,100,8,20,0,0,30,1,0,0,1,1,0,1,0,1,25,0,0,0,NA,1,142,29,222,1.6,13,1
"1524",2224222,1524,2,1,44,4,1,100,14,20,0,1,20,1,1,0,1,1,0,0,1,0.40000001,25,0.19999999,1,0,NA,1,142,29,223,3.5,13,1
"1525",2224223,1525,2,0,48,5,1,80,15,NA,0,1,50,0,1,0,0,0,0,0,1,0.2,22,0,1,0,0,0,142,29,224,3,13,3
"1526",2224225,1526,2,1,64,8,0,100,13,20,1,1,40,1,1,0,1,0,0,0,1,0,25,0,0,0,NA,1,142,29,222,1.625,13,4
"1527",2224226,1527,2,0,47,4,0,100,7,10,0,0,50,0,1,0,1,0,0,0,1,0.60000002,26,0,0,0,NA,1,142,29,209,1.75,13,1
"1528",2224227,1528,2,1,38,4,0,100,12,20,1,1,20,1,0,0,1,0,1,0,0,0.2,25,0,0,0,NA,1,142,29,223,3,13,4
"1529",2224228,1529,2,0,40,4,0,100,16,NA,1,1,80,1,1,0,1,1,0,0,1,0.2,25,0,0,0,NA,1,142,29,223,4,13,3
"1530",2224230,1530,2,1,40,4,0,100,11,25,1,1,20,1,0,0,1,0,1,0,0,0.2,25,0,0,0,NA,1,142,29,223,2.75,13,2
"1531",2224237,1531,2,0,42,5,1,100,3,25,1,1,50,1,0,0,1,1,1,0,0,0.40000001,25,0.19999999,1,0,NA,1,142,29,222,0.6,13,3
"1532",2224238,1532,2,1,39,5,2,90,15,10,0,1,40,1,1,0,0,1,0,0,1,0.2,22,0,1,1,0,1,142,29,224,3,13,2
"1533",2224239,1533,2,1,37,5,1,90,15,40,0,0,50,0,0,0,0,0,0,0,1,0.2,22,0,1,0,1,1,142,29,224,3,13,1
"1534",2224240,1534,2,0,69,2,0,40,3,30,1,1,20,1,0,0,0,0,0,0,1,0.60000002,22,0,0,0,0,1,142,29,209,1.5,13,4
"1535",2224243,1535,2,0,57,8,0,100,7,10,0,0,10,0,0,0,0,1,0,0,1,0.80000001,22,0,0,0,0,1,142,29,222,0.875,13,2
"1536",2224247,1536,2,0,34,6,1,90,6,30,0,1,20,1,0,0,0,1,0,0,1,0.2,22,0,1,0,0,1,142,29,222,1,13,1
"1537",2224250,1537,2,0,50,4,0,100,13,40,1,1,50,0,0,0,1,0,0,1,0,1,25,0,0,0,NA,1,142,29,223,3.25,13,1
"1538",2224253,1538,2,1,36,7,1,100,7,50,0,0,40,1,0,0,0,0,0,0,1,0.2,22,0,1,0,1,1,142,29,222,1,13,4
"1539",2224254,1539,2,1,36,4,1,100,29,40,1,0,50,0,1,1,0,0,0,0,1,0,25,1,1,0,0,1,139,29,216,7.25,13,1
"1540",2225001,1540,2,1,39,5,1,100,8,20,1,1,20,1,0,0,0,0,0,0,1,0.60000002,21,0,1,0,0,1,130,26,226,1.6,30,4
"1541",2225003,1541,2,1,45,5,2,70,19,40,1,1,30,1,1,0,0,0,0,0,1,0.2,21,1,1,1,0,1,130,26,228,3.8,30,4
"1542",2225004,1542,2,1,70,2,2,100,5,50,1,0,20,1,1,0,1,1,0,0,1,0.80000001,24,0,1,1,NA,1,130,26,225,2.5,30,4
"1543",2225006,1543,2,1,63,3,2,90,8,20,1,1,50,0,1,0,0,1,0,0,1,0.60000002,20,0.39999998,1,1,1,1,130,26,227,2.66666666666667,30,4
"1544",2225009,1544,2,1,55,4,0,100,12,30,1,1,40,1,0,0,1,0,0,1,0,0.2,24,0,0,0,NA,1,130,26,228,3,30,3
"1545",2225011,1545,2,0,56,2,3,100,4,20,1,1,50,1,1,0,1,1,0,0,1,1,24,0.19999999,1,1,NA,1,130,26,225,2,30,3
"1546",2225015,1546,2,0,38,4,1,100,6,50,0,1,60,1,0,0,1,0,0,1,0,0.60000002,24,0,1,0,NA,1,130,26,226,1.5,30,3
"1547",2225018,1547,2,1,61,2,1,100,6,60,1,1,50,1,1,0,1,0,0,0,1,0,24,0,1,0,NA,1,130,26,227,3,30,3
"1548",2225022,1548,2,1,50,2,1,100,7,20,0,1,60,0,1,0,1,0,0,1,0,0.40000001,24,0,1,0,NA,1,130,26,227,3.5,30,2
"1549",2225024,1549,2,1,41,5,1,100,40,30,0,0,50,1,1,0,1,1,0,1,0,0.40000001,24,0,1,0,NA,1,130,26,228,8,30,2
"1550",2225026,1550,2,1,38,5,2,100,16,30,0,1,40,1,1,0,1,1,1,0,0,0.80000001,24,0,1,1,NA,1,130,26,228,3.2,30,1
"1551",2225028,1551,2,1,67,3,2,100,5,20,0,0,50,0,1,0,0,1,0,0,1,0.80000001,21,0,1,1,0,1,130,26,225,1.66666666666667,30,2
"1552",2225029,1552,2,0,48,4,3,80,13,10,0,1,0,1,1,0,1,0,0,0,1,0.60000002,24,0,1,1,NA,1,130,26,228,3.25,30,4
"1553",2225033,1553,2,1,59,3,1,100,10,15,1,1,30,1,1,0,1,0,1,0,0,0.60000002,24,0,1,0,NA,1,130,26,227,3.33333333333333,30,1
"1554",2225034,1554,2,0,61,3,1,100,10,15,0,1,0,1,1,0,1,1,1,0,0,0.60000002,24,0,1,0,NA,1,130,26,227,3.33333333333333,30,4
"1555",2225039,1555,2,0,38,4,1,100,20,15,1,1,50,1,1,0,0,0,0,0,1,0.2,21,0,1,0,0,1,130,26,228,5,30,3
"1556",2225041,1556,2,1,40,5,2,100,10,30,0,1,40,1,1,0,1,1,1,0,0,0.60000002,24,0,1,1,NA,1,130,26,226,2,30,2
"1557",2225044,1557,2,1,41,3,1,80,14,20,1,1,50,1,0,0,0,0,0,0,1,0.2,21,0,1,0,0,1,130,26,227,4.66666666666667,30,3
"1558",2225046,1558,2,0,54,6,2,60,10,0,0,0,20,1,1,0,1,1,0,1,0,0.40000001,24,0,1,1,NA,1,130,26,226,1.66666666666667,30,1
"1559",2225052,1559,2,1,48,6,1,70,15,NA,0,0,30,1,1,0,1,0,1,0,0,0.80000001,24,0,1,0,NA,NA,130,26,226,2.5,30,4
"1560",2225054,1560,2,1,46,5,1,75,7,15,1,1,20,0,1,0,0,0,0,0,1,0.40000001,21,0,1,0,0,1,130,26,226,1.4,30,3
"1561",2225055,1561,2,1,48,5,3,100,10,90,1,1,20,1,1,0,0,1,0,0,1,0.80000001,21,0,1,1,0,1,130,26,226,2,30,2
"1562",2225056,1562,2,0,51,7,1,60,5,NA,0,1,40,1,1,0,1,0,0,0,1,0.60000002,24,0.60000002,1,0,NA,0,130,26,226,0.714285714285714,30,1
"1563",2225059,1563,2,0,57,1,0,85,7,20,1,1,20,1,1,0,0,1,0,0,1,0,24,0,0,0,1,1,130,26,227,7,30,2
"1564",2225068,1564,2,1,29,4,1,100,3.29999995231628,40,1,1,50,1,1,0,0,1,0,0,1,0.60000002,21,0,1,0,0,1,130,26,226,0.82499998807907,30,4
"1565",2225073,1565,2,1,53,2,2,70,10,30,1,1,30,1,1,0,1,1,0,0,1,0.2,24,0.60000002,1,1,NA,1,130,26,227,5,30,1
"1566",2225076,1566,2,1,37,4,2,100,3,20,0,1,20,1,1,0,1,0,0,1,0,0.60000002,24,1,1,1,NA,1,130,26,226,0.75,30,3
"1567",2225080,1567,2,0,35,4,1,100,10,15,1,1,50,1,1,0,1,0,1,0,0,0.60000002,24,0,1,0,NA,1,130,26,226,2.5,30,2
"1568",2225081,1568,2,1,63,2,2,100,6,10,1,1,10,1,1,0,0,1,0,0,1,0.60000002,21,0,1,1,0,1,130,26,227,3,30,4
"1569",2225082,1569,2,0,43,5,2,100,30,35,0,1,50,0,1,0,0,1,0,0,1,0.80000001,21,0,1,1,0,1,130,26,228,6,30,2
"1570",2225087,1570,2,1,50,2,3,60,4,NA,0,1,20,1,1,0,0,0,0,0,1,0.2,21,0.60000002,1,1,0,0,130,26,225,2,30,1
"1571",2225088,1571,2,1,52,5,1,80,14,10,1,1,30,1,1,0,1,0,0,1,0,0.2,24,0,1,0,NA,1,130,26,228,2.8,30,1
"1572",2225095,1572,2,0,57,1,0,85,7,20,1,1,20,1,1,0,1,0,0,0,1,0,24,0,0,0,NA,1,130,26,227,7,30,3
"1573",2225099,1573,2,1,58,2,2,50,10,20,1,1,50,1,1,0,1,1,0,0,1,0.80000001,24,0,1,1,NA,1,130,26,227,5,30,2
"1574",2225102,1574,2,0,72,2,0,100,2,10,1,1,10,1,1,0,1,1,0,0,1,0.2,24,0,0,0,NA,1,130,26,225,1,30,4
"1575",2225105,1575,2,0,69,2,2,100,3.5,50,0,1,50,1,1,0,0,1,0,0,1,0,21,0,1,1,1,1,130,26,225,1.75,30,3
"1576",2225106,1576,2,1,80,2,0,100,2,60,1,1,20,1,1,0,0,0,0,0,1,0,21,0,0,0,0,1,130,26,225,1,30,2
"1577",2225108,1577,2,1,58,3,0,100,12,30,1,1,50,1,0,0,0,0,0,0,1,0.2,21,0,0,0,1,1,130,26,227,4,30,1
"1578",2225110,1578,2,0,59,7,1,30,2,10,1,1,20,1,1,0,1,1,0,1,0,0.40000001,24,1,1,0,NA,1,130,26,226,0.285714285714286,30,1
"1579",2225112,1579,2,0,59,6,0,50,9,30,1,1,50,1,0,0,0,0,0,0,1,0,21,0,0,0,0,1,130,26,226,1.5,30,4
"1580",2225118,1580,2,0,33,6,2,80,4.30000019073486,30,1,1,40,1,0,0,0,0,0,0,1,0.60000002,21,0,1,1,0,1,130,26,226,0.71666669845581,30,3
"1581",2225123,1581,2,0,61,2,0,100,8,30,1,1,50,1,1,0,1,0,0,1,0,1,21,0,0,0,NA,1,130,26,227,4,30,4
"1582",2225125,1582,2,1,51,3,2,16,18,40,1,1,20,0,1,0,0,1,0,0,1,0.40000001,21,0,1,1,0,1,130,26,227,6,30,3
"1583",2225135,1583,2,1,50,6,2,100,13,30,1,0,80,1,1,1,1,1,0,0,1,0.60000002,21,0,1,1,NA,1,131,26,230,2.16666666666667,30,4
"1584",2225143,1584,2,0,36,7,0,100,8,30,1,1,20,1,1,1,1,1,0,1,0,0.60000002,21,1,0,0,NA,1,131,26,230,1.14285714285714,30,3
"1585",2225145,1585,2,1,50,4,3,35,5,30,0,1,50,1,1,1,0,0,0,0,1,1,21,0.19999999,1,1,0,1,131,26,230,1.25,30,2
"1586",2225147,1586,2,0,43,4,2,100,20,30,1,1,40,1,1,1,1,0,0,0,1,0.40000001,21,0,1,1,NA,1,131,26,232,5,30,4
"1587",2225151,1587,2,1,42,4,2,100,8,30,0,0,50,1,1,1,0,0,0,0,1,0.2,21,0,1,1,0,1,131,26,230,2,30,1
"1588",2225154,1588,2,1,45,3,1,100,20,30,0,1,20,0,1,1,1,0,0,0,1,0.60000002,21,0,1,0,NA,1,131,26,231,6.66666666666667,30,4
"1589",2225161,1589,2,1,58,4,1,100,10,20,0,0,30,1,1,1,1,1,0,1,0,0.60000002,21,0.19999999,1,0,NA,1,131,26,232,2.5,30,3
"1590",2225165,1590,2,1,51,8,1,100,22,4,0,0,30,1,1,1,1,1,0,0,1,0.60000002,21,0.80000001,1,0,NA,1,131,26,232,2.75,30,2
"1591",2225167,1591,2,1,56,2,2,100,4,20,0,0,50,1,1,1,1,0,0,0,1,0.40000001,21,0,1,1,NA,1,131,26,229,2,30,4
"1592",2225172,1592,2,1,41,4,4,80,15,30,1,0,60,1,1,1,1,1,0,0,1,0.60000002,21,0.60000002,1,1,NA,1,131,26,232,3.75,30,1
"1593",2225175,1593,2,1,52,3,3,100,13,30,0,1,50,1,1,1,1,0,0,1,0,0.80000001,21,0,1,1,NA,1,131,26,231,4.33333333333333,30,3
"1594",2225177,1594,2,1,74,5,0,100,7,35,0,1,20,1,1,1,0,1,0,0,1,0,21,0,0,0,1,1,131,26,230,1.4,30,4
"1595",2225180,1595,2,0,41,6,2,100,12,15,1,1,20,1,1,1,1,0,1,0,0,0.60000002,21,0.60000002,1,1,NA,1,131,26,230,2,30,3
"1596",2225184,1596,2,1,46,6,1,60,14,30,1,0,20,1,1,1,0,1,0,0,1,0.60000002,21,0,1,0,0,1,131,26,230,2.33333333333333,30,2
"1597",2225187,1597,2,1,41,4,1,100,13,30,0,1,50,1,1,1,1,1,1,0,0,0.60000002,21,0.80000001,1,0,NA,1,131,26,232,3.25,30,4
"1598",2225196,1598,2,1,45,8,1,100,50,20,0,1,40,1,0,1,0,1,0,0,1,0.2,21,0,1,0,0,1,131,26,232,6.25,30,3
"1599",2225199,1599,2,1,49,3,1,100,8,30,0,1,50,1,1,1,1,1,1,0,0,1,21,0.80000001,1,0,NA,1,131,26,231,2.66666666666667,30,2
"1600",2225200,1600,2,0,44,4,3,95,26,20,1,0,20,1,1,1,0,0,0,0,1,0.60000002,21,0.39999998,1,1,0,1,131,26,232,6.5,30,2
"1601",2225206,1601,2,1,64,5,1,100,6,NA,0,1,30,1,1,1,0,0,0,0,1,0.2,21,0,1,0,0,0,131,26,230,1.2,30,1
"1602",2225208,1602,2,1,60,4,1,100,12,30,1,1,20,1,1,1,0,1,0,0,1,0.40000001,21,0,1,0,0,1,131,26,232,3,30,1
"1603",2225210,1603,2,0,55,6,1,90,9,50,1,1,50,1,0,1,0,0,0,0,1,0.2,21,0.39999998,1,0,0,1,131,26,230,1.5,30,4
"1604",2225211,1604,2,1,54,8,0,70,6.5,40,1,1,40,0,0,0,1,1,1,0,0,0.40000001,24,0,0,0,NA,1,132,26,234,0.8125,30,4
"1605",2225216,1605,2,1,42,4,1,100,8,20,0,0,50,1,1,0,1,1,0,0,1,0.80000001,24,0.60000002,1,0,NA,1,132,26,229,2,30,3
"1606",2225223,1606,2,1,37,7,2,100,24,30,1,0,20,0,0,0,0,1,0,0,1,0.60000002,21,0,1,1,0,1,132,26,236,3.42857142857143,30,4
"1607",2225225,1607,2,1,32,6,2,95,14,30,1,1,30,1,1,0,0,0,0,0,1,0.2,21,0,1,1,0,1,132,26,234,2.33333333333333,30,3
"1608",2225227,1608,2,1,48,8,2,100,25,0,1,1,0,1,1,0,1,0,1,0,0,0.40000001,24,0,1,1,NA,1,132,26,236,3.125,30,3
"1609",2225229,1609,2,1,46,5,2,90,9,20,0,0,50,1,1,0,1,1,0,0,1,1,24,0,1,1,NA,1,132,26,234,1.8,30,2
"1610",2225231,1610,2,1,52,4,1,76,15,20,1,1,40,1,1,0,1,0,0,0,1,0.60000002,24,0,1,0,NA,1,132,26,231,3.75,30,1
"1611",2225232,1611,2,0,43,5,2,100,30,20,1,1,50,1,1,0,0,0,0,0,1,0.2,21,0.80000001,1,1,0,1,132,26,236,6,30,2
"1612",2225234,1612,2,1,47,5,3,100,10,30,1,1,20,1,1,0,1,0,0,0,1,0.40000001,24,0,1,1,NA,1,132,26,234,2,30,1
"1613",2225235,1613,2,1,39,5,1,100,20,30,1,1,30,1,1,0,1,1,0,0,1,0.40000001,24,0.19999999,1,0,NA,1,132,26,236,4,30,1
"1614",2225240,1614,2,0,58,3,0,60,7,40,1,1,20,1,1,0,0,1,0,0,1,0.60000002,21,0.19999999,0,0,1,1,132,26,229,2.33333333333333,30,2
"1615",2225242,1615,2,1,53,11,2,30,12,20,0,0,50,1,1,0,1,0,0,1,0,1,24,0.39999998,1,1,NA,1,132,26,234,1.09090909090909,30,4
"1616",2225245,1616,2,1,44,6,2,100,15,35,0,0,10,1,1,0,0,1,0,0,1,0.60000002,20,0.80000001,1,1,0,1,132,26,236,2.5,30,4
"1617",2225246,1617,2,0,76,2,1,100,3,10,0,0,0,1,1,0,0,1,0,0,1,0.80000001,21,0,1,0,0,1,132,26,229,1.5,30,1
"1618",2225248,1618,2,1,36,5,2,60,20,20,1,1,20,1,1,0,1,1,0,1,0,1,24,1,1,1,NA,1,132,26,236,4,30,3
"1619",2225249,1619,2,1,71,2,0,100,5,30,1,1,30,1,1,0,1,1,0,0,1,0.40000001,24,0,0,0,NA,1,132,26,231,2.5,30,4
"1620",2225250,1620,2,0,46,4,0,90,20,50,1,1,20,1,0,0,0,0,0,0,1,0,21,0.19999999,0,0,0,1,132,26,231,5,30,3
"1621",2225252,1621,2,0,59,5,1,100,20,20,1,1,50,1,1,0,0,0,0,0,1,0.2,21,1,1,0,0,1,132,26,236,4,30,2
"1622",2225257,1622,2,1,35,3,2,100,60,30,1,1,40,1,1,0,1,1,1,0,0,0.2,24,0,1,1,NA,1,132,26,231,20,30,2
"1623",2225264,1623,2,1,63,5,2,100,10,20,1,1,50,1,1,0,1,0,0,0,1,0.60000002,24,0,1,1,NA,1,132,26,234,2,30,3
"1624",2225265,1624,2,0,37,7,0,100,8,25,0,1,20,1,0,0,1,0,1,0,0,0.40000001,24,0.39999998,0,0,NA,1,132,26,234,1.14285714285714,30,2
"1625",2226082,1625,2,0,38,4,0,100,4,NA,0,0,30,1,0,1,0,0,0,0,1,0.2,22,0,0,0,NA,0,126,25,1,1,7,2
"1626",2226083,1626,2,0,57,2,0,100,5,20,0,0,20,1,0,1,1,0,0,0,1,0.40000001,25,0.19999999,0,0,NA,1,126,25,239,2.5,7,4
"1627",2226085,1627,2,0,53,6,1,50,10,20,0,0,50,1,0,1,0,0,0,0,1,0.2,22,0.19999999,1,0,0,1,126,25,238,1.66666666666667,7,4
