"","V1","V2","V3","V4","V5","V6","V7","V8"
"663",1115058,1,1,0,1,1,1,1
"664",1115059,0,0,0,0,0,0,1
"665",1115063,0,0,0,0,0,0,0
"666",1115064,1,1,1,1,1,1,1
"667",1115065,1,1,1,1,1,1,1
"668",1115067,1,0,1,1,1,0,1
"669",1115069,0,0,0,0,0,0,0
"670",1115070,0,0,0,0,0,0,0
"671",1115072,1,1,1,1,1,1,1
"672",1115074,1,1,1,1,1,1,1
"673",1115076,1,1,1,0,0,1,1
"674",1115208,0,1,0,1,1,1,1
"675",1115209,0,0,0,0,0,0,1
"676",1115211,1,1,0,0,0,0,1
"677",1115213,0,0,0,0,0,1,1
"678",1115216,0,1,0,0,0,0,0
"679",1115218,1,1,1,1,1,1,1
"680",1115220,1,1,1,1,1,1,1
"681",1115223,0,1,0,0,0,0,1
"682",1115225,0,0,0,0,0,0,1
"683",1115227,0,0,0,0,0,0,0
"684",1115228,0,0,0,0,0,0,0
"685",1115229,0,0,0,0,0,0,0
"686",1115233,1,1,1,1,1,1,1
"687",1115235,1,1,1,1,1,1,1
"688",1115236,1,1,1,1,1,1,1
"689",1115237,1,1,1,1,1,1,1
"690",1115241,1,1,1,0,1,1,1
"691",1115242,1,1,1,1,1,1,1
"692",1115243,0,0,0,0,0,1,1
"693",1115244,0,1,0,0,0,1,1
"694",1115246,1,1,1,1,1,1,1
"695",1115247,1,1,1,1,1,1,0
"696",1115250,1,1,1,1,1,1,1
"697",1115251,1,1,1,0,1,1,1
"698",1115252,1,1,0,1,1,1,1
"699",1115253,0,0,0,0,0,0,0
"700",1115254,0,1,0,0,0,1,1
"701",1115255,0,0,0,0,0,0,0
"702",1115256,0,0,0,0,0,0,0
"703",1115258,0,0,0,0,0,0,0
"704",1115260,0,1,0,0,0,1,1
"705",1115264,0,0,0,0,0,0,0
"706",1115267,1,1,1,1,1,1,1
"707",1115269,0,0,0,0,0,0,0
"708",1115270,0,0,0,0,0,0,0
"709",1115271,0,0,0,0,0,0,0
"710",1115272,1,1,1,1,1,1,1
"711",1115274,1,1,1,1,1,1,1
"712",1115275,0,0,0,0,0,0,0
"713",1115276,0,0,0,0,0,0,0
"714",1115277,1,1,1,1,1,1,1
"715",1115279,0,1,0,0,0,0,1
"716",1115280,0,0,0,0,0,0,0
"717",1115282,0,0,0,0,0,0,0
"718",1115432,1,1,1,1,1,1,0
"719",1115433,1,1,1,1,1,1,1
"720",1115434,1,1,1,1,1,1,1
"721",1115435,1,1,1,1,1,1,0
"722",1115436,0,1,0,0,0,0,0
"723",1115437,1,1,1,1,1,1,1
"724",1115439,1,1,1,1,1,1,1
"725",1115441,0,0,0,0,0,0,0
"726",1115444,0,0,0,0,0,0,0
"727",1115445,0,0,0,0,0,0,1
"728",1115446,1,1,1,1,1,1,1
"729",1115447,1,1,1,1,1,1,1
"730",1115448,0,1,0,0,0,1,0
"731",1115450,1,1,1,1,1,1,1
"732",1115451,0,0,0,0,0,0,0
"733",1115453,0,1,0,0,0,1,1
"734",1115454,0,0,0,0,0,0,0
"735",1115455,1,1,1,1,1,1,1
"736",1115456,1,1,1,1,1,1,1
"737",1115457,0,0,0,0,0,0,1
"738",1115458,0,0,0,0,0,0,0
"739",1115459,0,0,0,0,0,0,0
"740",1115461,0,1,0,0,0,1,0
"741",1115462,0,0,0,0,0,0,0
"742",1115463,0,0,0,0,0,0,0
"743",1115464,0,0,0,0,0,0,0
"744",1115466,0,1,0,0,0,0,1
"745",1115467,0,0,0,0,0,0,1
"746",1115470,0,0,0,0,0,0,0
"747",1115471,0,1,1,0,0,1,1
"748",1115475,1,1,1,1,1,1,1
"749",1115476,1,1,1,1,1,1,1
"750",1115477,0,0,0,0,0,0,0
"751",1115478,1,1,1,1,1,1,1
"752",1115479,0,1,0,0,0,1,1
"753",1115482,1,1,1,1,1,1,1
"754",1115485,0,1,1,0,0,1,1
"755",1115489,0,0,0,0,0,0,0
"756",1115490,0,1,0,1,1,1,0
"757",1115491,0,0,0,0,0,0,0
"758",1115492,1,1,0,1,1,1,1
"759",1115494,0,0,0,0,0,1,1
"760",1115496,0,0,0,0,0,0,0
"761",1115497,0,0,0,0,0,0,0
"762",1115498,0,1,0,0,0,0,1
"763",1116044,1,1,1,1,1,1,1
"764",1116045,0,0,0,0,0,0,1
"765",1116046,1,1,1,1,1,1,1
"766",1116047,0,0,0,0,0,0,0
"767",1116048,0,0,0,0,0,0,0
"768",1116057,0,0,0,0,0,0,1
"769",1116058,1,1,1,1,1,1,1
"770",1116059,1,1,1,1,1,1,1
"771",1116061,0,0,0,0,0,0,1
"772",1116062,0,0,0,0,0,0,0
"773",1116065,1,1,1,1,1,1,1
"774",1116066,0,0,0,0,0,0,0
"775",1116068,1,1,1,1,1,1,1
"776",1116070,1,1,1,1,1,1,1
"777",1116071,1,1,1,1,1,1,1
"778",1116074,1,1,1,1,1,1,1
"779",1116077,0,0,0,0,0,0,0
"780",1116078,0,0,0,0,0,0,0
"781",1116080,0,0,0,0,0,1,1
"782",1116085,0,0,0,0,0,0,1
"783",1116086,1,1,1,1,1,1,1
"784",1116089,1,1,1,1,1,1,1
"785",1116091,0,0,0,0,0,0,0
"786",1116104,1,1,1,1,1,1,1
"787",1116107,0,0,0,0,0,0,0
"788",1116108,0,0,0,0,0,0,0
"789",1116111,1,1,1,1,1,1,1
"790",1116114,1,1,1,1,1,0,1
"791",1116116,1,1,0,1,1,0,1
"792",1116120,0,1,0,0,0,1,1
"793",1116125,0,0,0,0,0,0,1
"794",1116126,0,0,0,0,0,0,0
"795",1116127,0,0,0,0,0,0,0
"796",1116128,1,1,1,1,1,1,1
"797",1116130,0,0,0,0,0,0,0
"798",1116133,0,0,0,0,0,0,0
"799",1116134,1,1,1,1,1,1,1
"800",1116136,0,0,0,0,0,0,1
"801",1116137,1,1,1,1,1,1,1
"802",1116140,1,1,1,1,1,1,1
"803",1116142,0,0,0,0,0,0,1
"804",1116143,0,0,0,0,0,0,0
"805",1116144,0,1,1,0,0,1,1
"806",1116145,0,0,0,0,0,0,1
"807",1116148,0,1,0,1,0,1,0
"808",1116149,0,0,0,0,0,0,0
"809",1116150,0,1,0,1,1,1,1
"810",1116151,1,1,1,1,1,1,1
"811",1116152,1,1,1,1,1,1,1
"812",1116153,1,1,1,1,1,1,1
"813",1116154,0,0,0,0,0,0,1
"814",1116158,1,1,1,1,1,1,1
"815",1116159,1,1,1,1,1,1,1
"816",1116162,0,0,0,0,0,0,0
"817",1116167,0,0,0,0,0,0,0
"818",1116168,1,1,1,1,1,1,1
"819",1116169,0,0,0,0,0,0,0
"820",1116170,0,0,0,0,0,1,0
"821",1116172,0,0,0,0,0,0,0
"822",1116177,1,1,1,1,1,1,1
"823",1116179,0,0,0,0,0,0,0
"824",1116180,1,1,1,1,1,1,1
"825",1116181,0,0,0,0,0,0,0
"826",1116182,0,0,0,0,0,0,1
"827",1116186,0,1,0,0,1,1,1
"828",1116187,1,1,1,1,1,1,1
"829",1116191,0,0,0,0,0,0,0
"830",1116193,0,0,0,0,0,0,0
"831",1116194,0,0,0,0,0,0,1
"832",1116197,1,1,1,1,1,1,1
"833",1116199,0,0,0,0,0,0,1
"834",1116200,1,1,1,1,0,1,0
"835",1116201,1,1,1,1,1,0,0
"836",1116203,1,1,1,1,1,1,1
"837",1116204,1,1,1,1,1,1,1
"838",1116205,0,0,0,0,0,0,0
"839",1116207,1,1,1,1,1,1,1
"840",1116211,0,0,0,0,0,0,0
"841",1116217,1,1,1,1,1,1,1
"842",1116220,0,1,0,0,1,1,1
"843",1116224,0,0,0,0,0,1,1
"844",1116226,0,0,0,0,0,0,0
"845",1116228,1,1,1,1,1,1,1
"846",1116229,0,0,0,0,0,0,1
"847",1116230,1,1,1,1,1,1,1
"848",1116233,0,0,0,0,0,0,1
"849",1116234,1,1,1,1,1,1,1
"850",1116236,0,0,0,0,0,0,0
"851",1116237,0,0,0,0,0,0,0
"852",1116239,0,0,0,0,0,0,0
"853",1116243,1,1,1,1,1,1,1
"854",1116244,0,0,0,0,0,0,0
"855",1116246,1,1,1,1,1,1,1
"856",1116253,0,0,0,0,0,0,0
"857",1116257,1,1,1,1,1,1,1
"858",1116259,0,0,0,0,0,0,0
"859",1116260,1,1,1,1,1,1,0
"860",1116262,0,0,0,0,0,0,1
"861",1116265,0,1,1,1,1,1,1
"862",1116267,0,1,0,0,0,1,0
"863",1116268,0,1,0,0,0,1,0
"864",1116269,0,1,0,0,0,1,1
"865",1116270,0,0,0,0,0,0,0
"866",1116272,0,1,0,0,1,1,1
"867",1116274,0,0,0,0,0,0,1
"868",1116275,1,1,1,1,1,1,1
"869",1116277,0,0,0,0,0,0,0
"870",1116278,0,0,0,0,0,0,0
"871",1116279,0,0,0,0,0,1,0
"872",1116280,1,1,0,1,1,1,0
"873",1116281,0,0,0,0,0,0,0
"874",1116282,0,0,0,0,0,0,0
"875",1116284,1,1,1,1,1,1,1
"876",1116285,0,0,0,0,0,0,0
"877",1116287,0,0,0,0,0,0,0
"878",1116288,0,0,0,0,0,0,0
"879",1116289,1,1,1,1,1,1,1
"880",1116292,0,0,0,0,0,0,0
"881",1116297,0,1,1,1,1,1,0
"882",1116298,0,1,0,0,0,1,1
"883",1116306,0,0,0,0,0,0,0
"884",1116308,1,1,1,1,1,1,1
"885",1116309,1,1,1,1,1,1,0
"886",1116310,1,1,1,1,1,1,1
"887",1116311,0,1,0,0,0,1,1
"888",1116313,0,0,0,0,0,0,1
"889",1116315,0,0,0,0,0,0,0
"890",1116320,1,1,1,1,1,1,1
"891",1116323,0,0,0,0,0,1,1
"892",1116324,1,1,1,1,1,1,1
"893",1116326,1,1,1,1,1,1,1
"894",1116330,0,0,0,0,0,0,0
"895",1116331,0,0,0,0,0,0,1
"896",1116332,0,0,0,0,0,0,1
"897",1116333,0,0,0,0,0,0,0
"898",1116334,0,1,0,0,1,1,1
"899",1116335,0,1,0,1,1,1,0
"900",1116336,0,1,0,0,0,0,1
"901",1116338,1,1,1,1,1,1,1
"902",1116340,0,0,0,0,0,0,0
"903",1116342,1,1,1,1,1,1,1
"904",1116344,0,0,0,0,0,0,0
"905",1116350,0,0,0,0,0,0,0
"906",1116352,0,1,0,0,0,1,1
"907",1116353,0,0,0,0,0,0,0
"908",1116357,0,0,0,0,0,0,1
"909",1116359,0,1,1,0,1,1,1
"910",1116363,0,0,0,0,0,0,0
"911",1116364,1,1,1,1,1,1,1
"912",1116365,1,1,1,1,1,1,1
"913",1116369,1,1,1,0,1,1,1
"914",1116371,0,0,0,0,0,0,0
"915",1116373,0,0,0,0,0,0,0
"916",1116374,1,1,1,1,1,1,1
"917",1116378,0,0,0,0,0,0,0
"918",1116380,0,0,0,0,0,0,1
"919",1116384,1,1,1,1,1,1,0
"920",1116389,1,1,1,1,1,1,1
"921",1116390,1,1,1,1,1,1,1
"922",1116391,1,1,1,1,1,1,1
"923",1116400,0,0,0,0,0,0,0
"924",1116401,0,0,0,0,0,0,1
"925",1116402,1,1,1,1,1,1,1
"926",1116404,0,0,0,0,0,0,0
"927",1116405,0,0,0,0,0,0,1
"928",1116408,0,0,0,0,0,0,1
"929",1116409,1,1,1,1,1,1,1
"930",1116410,1,1,1,1,1,1,1
"931",1116411,0,0,0,0,0,0,0
"932",1116415,1,1,1,1,1,1,1
"933",1116416,1,1,1,1,1,1,1
"934",1116417,0,0,0,0,0,0,0
"935",1116418,0,0,0,0,0,0,1
"936",1116420,1,1,1,1,0,1,0
"937",1116422,0,1,1,0,0,1,1
"938",1116424,0,0,0,0,0,0,0
"939",1116425,1,1,0,1,1,1,1
"940",1116426,0,0,0,0,0,0,0
"941",1116427,1,1,0,1,1,1,1
"942",1116429,0,1,0,0,0,0,1
"943",1116430,1,1,0,0,0,1,1
"944",1116431,0,1,0,0,0,1,0
"945",1116432,0,0,0,0,0,0,0
"946",1116435,0,0,0,0,0,0,1
"947",1116442,0,0,0,0,0,0,1
"948",1116443,0,1,0,0,0,1,0
"949",1116444,0,0,0,0,0,0,1
"950",1116445,1,1,0,0,0,0,1
"951",1116446,1,1,1,0,1,1,1
"952",1116448,1,1,1,1,1,1,1
"953",1116449,1,1,1,1,1,1,1
"954",1116453,0,1,0,0,0,0,1
"955",1116456,0,0,0,0,0,1,0
"956",1116459,1,1,1,1,1,1,1
"957",1116460,1,1,1,1,1,1,1
"958",1116461,1,1,1,1,1,1,1
"959",1116463,1,1,1,1,1,1,1
"960",1116464,1,1,1,1,1,1,1
"961",1116465,1,1,1,0,1,1,1
"962",1116466,0,1,0,0,1,1,0
"963",1116467,0,1,0,0,1,1,1
"964",1116468,0,0,0,0,0,0,0
"965",1116471,1,1,1,1,1,1,1
"966",1116475,0,0,0,0,0,0,0
"967",1116476,0,0,0,0,0,0,0
"968",1116480,0,1,0,0,0,1,0
"969",1116482,0,0,0,0,0,0,0
"970",1116483,1,1,1,1,1,1,1
"971",1116486,0,0,0,0,0,1,0
"972",1116487,0,0,0,0,0,0,0
"973",1116496,0,1,0,0,0,1,1
"974",1116498,0,1,0,0,0,1,0
"975",1116499,1,1,1,1,1,1,1
"976",1116501,0,0,0,0,0,0,1
"977",1116502,0,1,1,0,0,1,1
"978",1116505,0,0,0,0,0,0,0
"979",1116508,1,1,1,1,1,1,1
"980",1116509,0,0,0,0,0,0,0
"981",1116510,0,0,0,0,0,0,0
"982",1116514,1,1,1,1,1,1,1
"983",1116516,1,1,1,1,1,1,1
"984",1116518,0,1,0,0,1,1,1
"985",1116519,1,1,0,1,1,1,0
"986",1116520,1,1,1,1,1,1,1
"987",1116521,0,1,0,0,0,1,1
"988",1116522,1,1,0,1,1,1,1
"989",1116816,1,1,1,1,1,1,1
"990",1116817,0,1,0,0,0,0,0
"991",1116818,1,1,1,1,1,1,1
"992",1116819,0,0,0,0,0,0,0
"993",1116820,0,1,0,0,1,1,1
"994",1116823,0,1,0,1,1,1,1
"995",1116825,0,0,0,0,0,0,0
"996",1116826,0,1,0,0,0,1,1
"997",1116831,0,0,0,0,0,0,1
"998",1116834,0,0,0,0,0,0,0
"999",1116838,1,1,1,1,1,1,1
"1000",1116845,1,1,1,1,1,1,1
"1001",1116846,0,0,0,0,0,0,0
"1002",1116847,0,0,0,0,0,1,1
"1003",1116852,1,1,0,0,1,1,1
"1004",1116854,0,0,0,0,0,0,1
"1005",1116855,0,0,0,0,0,0,0
"1006",1116856,0,0,0,0,0,0,0
"1007",1116858,1,1,1,1,1,1,1
"1008",1116859,0,0,0,0,0,0,0
"1009",1118003,0,0,0,0,0,0,1
"1010",1118004,1,1,1,1,1,1,1
"1011",1118005,1,1,1,1,1,1,0
"1012",1118006,1,1,1,1,1,1,1
"1013",1118009,0,0,0,0,0,1,1
"1014",1118010,0,0,0,0,0,0,1
"1015",1118012,0,0,0,0,0,1,1
"1016",1118013,0,0,0,0,0,0,1
"1017",1118014,1,1,1,1,1,1,1
"1018",1118016,1,1,1,1,1,1,1
"1019",1118020,0,0,0,0,0,0,0
"1020",1118021,0,0,0,0,0,1,1
"1021",1118023,1,1,1,1,1,1,1
"1022",1118026,1,1,1,1,1,1,1
"1023",1118028,1,1,1,1,1,1,1
"1024",1118030,1,1,1,1,1,1,1
"1025",1118034,0,0,0,0,0,0,0
"1026",1118038,0,0,0,0,0,0,0
"1027",1118039,0,0,0,0,0,0,0
"1028",1118043,0,1,0,0,1,1,1
"1029",1118045,0,0,0,0,0,0,0
"1030",1118046,0,0,0,0,0,0,1
"1031",1118047,0,0,0,0,0,0,0
"1032",1118049,1,1,1,1,1,1,0
"1033",1118055,0,0,0,0,0,0,0
"1034",1118056,0,0,0,0,0,0,1
"1035",1118060,1,1,1,1,1,1,1
"1036",1118061,1,1,1,1,1,1,1
"1037",1118062,0,0,0,0,0,0,0
"1038",1118064,0,1,0,1,1,1,0
"1039",1118065,0,0,0,0,0,0,0
"1040",1118066,0,0,0,0,0,0,0
"1041",1118067,0,0,0,0,0,0,1
"1042",1118068,1,1,1,1,1,1,1
"1043",1118069,0,1,0,1,0,0,0
"1044",1118070,0,1,0,0,0,1,0
"1045",1118071,0,1,0,1,1,1,0
"1046",1118072,1,1,1,1,1,1,1
"1047",1118074,0,1,0,0,1,1,1
"1048",1118075,1,1,0,0,0,1,1
"1049",1118076,0,0,0,0,0,0,0
"1050",1118077,0,0,0,0,0,0,0
"1051",1118079,0,0,0,0,0,1,1
"1052",1118081,1,1,1,1,1,1,1
"1053",1118082,1,1,1,1,1,1,1
"1054",1118083,1,1,1,1,1,1,1
"1055",1118084,0,0,0,0,0,0,0
"1056",1118085,0,0,0,0,0,0,0
"1057",1118086,0,0,0,0,0,0,0
"1058",1118087,1,1,1,1,1,1,1
"1059",1118092,0,0,0,0,0,1,1
"1060",1118094,0,1,1,0,0,1,0
"1061",1118095,0,0,0,0,0,0,0
"1062",1118098,0,1,0,0,1,1,1
"1063",1118099,1,1,1,1,1,1,1
"1064",1118101,0,1,0,1,1,1,1
"1065",1118102,0,1,0,1,0,1,1
"1066",1118104,0,1,0,1,1,1,0
"1067",1118107,0,1,1,0,0,1,0
"1068",1118108,1,1,1,0,1,1,1
"1069",1118113,0,0,0,0,0,1,1
"1070",1118114,0,1,0,0,0,0,1
"1071",1118117,0,0,0,0,0,0,0
"1072",1118118,0,0,0,0,0,0,0
"1073",1118121,1,1,1,1,1,1,1
"1074",1118125,0,0,0,0,0,0,0
"1075",1118127,0,0,0,0,0,0,1
"1076",1118128,0,0,0,0,0,1,0
"1077",1118129,0,1,0,0,1,1,1
"1078",1118181,0,0,0,0,0,0,0
"1079",1118182,0,0,0,0,0,0,1
"1080",1118184,0,1,0,0,0,0,0
"1081",1118185,0,0,0,0,0,0,0
"1082",1118186,0,0,0,0,0,0,0
"1083",1118187,0,0,0,0,0,0,0
"1084",1118188,0,0,0,0,0,0,0
"1085",1118191,1,1,1,1,1,1,1
"1086",1118192,1,1,1,1,1,1,1
"1087",1118194,0,0,0,0,0,0,1
"1088",1118196,1,1,1,1,1,1,1
"1089",1118199,0,0,0,0,0,0,0
"1090",1118200,0,1,0,0,0,1,0
"1091",1118201,1,1,1,1,1,1,1
"1092",1118202,0,1,0,0,1,0,1
"1093",1118203,1,1,1,1,1,1,1
"1094",1118206,0,0,0,0,0,0,0
"1095",1118207,0,1,0,0,0,0,1
"1096",1118208,0,0,0,0,0,0,0
"1097",1118212,0,0,0,0,0,0,0
"1098",1118213,0,0,0,0,0,0,1
"1099",1118215,1,1,1,1,1,1,1
"1100",1118216,0,0,0,0,0,0,0
"1101",1118222,0,0,0,0,0,0,0
"1102",1118223,0,0,0,0,0,0,0
"1103",1118224,0,0,0,0,0,1,0
"1104",1118225,0,0,0,0,0,0,1
"1105",1118226,0,1,0,0,1,1,1
"1106",1118231,0,1,0,1,0,1,0
"1107",1118232,0,0,0,0,0,0,0
"1108",1118233,0,0,0,0,0,0,0
"1109",1118334,0,0,0,0,0,0,0
"1110",1118336,0,0,0,0,0,0,0
"1111",1118339,1,1,1,1,1,1,1
"1112",1118340,0,0,0,0,0,0,0
"1113",1118341,0,0,0,0,0,0,1
"1114",1118344,0,0,0,0,0,0,0
"1115",1118347,1,1,0,1,1,1,1
"1116",1118348,1,1,1,1,1,1,1
"1117",1118351,1,1,1,1,1,1,1
"1118",1118352,1,1,1,1,1,1,1
"1119",1118353,0,0,0,0,0,0,0
"1120",1118354,0,1,0,0,0,1,0
"1121",1118355,0,0,0,0,0,1,1
"1122",1118356,0,0,0,0,0,0,0
"1123",1118357,1,1,1,1,1,1,1
"1124",1118358,0,0,0,0,0,1,0
"1125",1118360,0,1,1,0,0,1,0
"1126",1118362,0,0,0,0,0,0,1
"1127",1118363,0,1,1,0,0,1,1
"1128",1118364,0,0,0,0,0,0,0
"1129",1118365,1,1,1,1,1,1,1
"1130",1118367,1,1,1,1,1,1,1
"1131",1118369,1,1,0,0,1,0,1
"1132",1118370,0,0,0,0,0,0,0
"1133",1118371,1,1,1,1,1,1,1
"1134",1118372,0,1,1,0,1,1,1
"1135",1118373,0,0,0,0,0,0,1
"1136",1118374,1,1,1,1,1,1,1
"1137",1118377,0,0,0,0,0,0,0
"1138",1118378,1,1,1,1,1,1,1
"1139",1118380,0,0,1,0,0,1,1
"1140",1118382,0,1,0,0,1,1,1
"1141",1118384,1,1,1,1,1,1,1
"1142",1118385,1,1,1,1,1,1,0
"1143",1118387,0,0,0,0,1,0,1
"1144",1118388,0,0,0,0,0,0,1
"1145",1118391,1,1,1,1,1,1,1
"1146",1118392,1,1,1,1,1,1,1
"1147",1118393,0,1,1,0,0,1,1
"1148",1118395,0,0,0,0,0,0,0
"1149",1118397,0,0,0,0,0,0,0
"1150",1118398,0,0,0,0,0,0,0
"1151",1118399,0,1,1,0,0,1,0
"1152",1118400,0,1,1,0,1,1,1
"1153",1118407,1,1,1,0,1,1,1
"1154",1118408,1,1,1,1,1,1,1
"1155",1118409,0,0,0,0,0,0,1
"1156",1118410,1,1,1,1,1,1,1
"1157",1118411,1,1,1,1,1,1,1
"1158",1118413,0,0,0,0,0,0,0
"1159",1118415,0,0,0,0,0,0,0
"1160",1118416,1,1,1,1,1,0,1
"1161",1118417,1,1,1,1,1,1,1
"1162",1118418,1,1,1,1,1,1,1
"1163",1118421,1,1,1,1,1,0,1
"1164",1118422,0,0,0,0,0,0,0
"1165",1118423,1,1,1,1,1,1,1
"1166",1118424,0,0,0,0,0,0,0
"1167",1118425,1,1,1,1,1,1,1
"1168",1118426,1,1,1,1,1,1,1
"1169",1118427,1,1,1,1,1,1,1
"1170",1118428,1,1,1,1,1,1,1
"1171",1118429,0,0,0,0,0,0,0
"1172",1118432,0,0,0,0,0,0,1
"1173",1118433,1,1,1,0,0,1,1
"1174",1118435,0,0,0,0,0,0,1
"1175",1118436,1,1,1,1,1,1,1
"1176",1118437,1,1,1,1,1,1,1
"1177",1118438,0,1,1,0,0,1,0
"1178",1118439,1,1,1,1,1,1,1
"1179",1118440,0,0,0,0,0,0,0
"1180",1118441,1,1,1,1,1,1,1
"1181",1118443,0,1,0,0,0,0,0
"1182",1118444,0,0,0,0,0,0,0
"1183",1118445,0,0,0,0,0,0,0
"1184",1118448,0,0,0,0,0,1,0
"1185",1118449,1,1,1,1,1,1,1
"1186",1118450,0,0,0,0,0,0,0
"1187",1118451,0,1,0,1,1,1,0
"1188",1118452,1,1,1,1,1,1,1
"1189",1119001,0,0,0,0,0,0,0
"1190",1119003,0,0,0,0,0,0,0
"1191",1119004,0,0,0,0,0,0,0
"1192",1119006,0,0,0,0,0,0,1
"1193",1119007,0,0,0,0,0,0,1
"1194",1119008,0,0,0,0,0,0,1
"1195",1119009,0,0,0,0,0,0,0
"1196",1119010,1,1,1,1,1,1,1
"1197",1119011,1,1,1,1,1,1,1
"1198",1119012,0,0,0,0,0,0,0
"1199",1119015,0,0,0,0,0,0,0
"1200",1119016,0,0,0,0,0,0,0
"1201",1119017,0,0,0,0,0,0,0
"1202",1119018,1,1,1,1,1,1,1
"1203",1119019,1,1,1,1,1,1,1
"1204",1119021,1,1,1,1,1,1,1
"1205",1119027,0,0,0,0,0,0,0
"1206",1119031,0,0,0,0,0,0,0
"1207",1119034,0,1,0,0,0,1,1
"1208",1119035,0,0,0,0,0,1,0
"1209",1119036,0,0,0,0,0,0,0
"1210",1119037,0,0,0,0,0,0,0
"1211",1119106,0,0,0,0,0,0,0
"1212",1119111,0,0,0,0,0,0,1
"1213",1119112,0,0,0,0,0,0,0
"1214",1119114,0,1,0,0,0,1,1
"1215",1119119,0,0,0,0,0,0,0
"1216",1119120,0,0,0,0,0,0,0
"1217",1119125,0,0,0,0,0,0,0
"1218",1119126,1,1,1,1,0,1,0
"1219",1119127,0,1,0,0,0,0,1
"1220",1119130,1,1,0,1,1,1,1
"1221",1119134,0,0,0,0,0,0,0
"1222",1119137,0,0,0,0,0,0,0
"1223",1119145,0,0,0,0,0,0,0
"1224",1119146,0,0,0,0,0,0,1
"1225",1119149,1,1,0,0,1,1,1
"1226",1119150,0,0,0,0,0,0,1
"1227",1119157,1,1,1,1,1,1,1
"1228",1119158,0,0,0,0,0,0,0
"1229",1119162,0,0,0,0,0,0,0
"1230",1119163,1,1,1,1,1,1,1
"1231",1119166,0,0,0,0,0,0,1
"1232",1119167,0,0,0,0,0,0,0
"1233",1119171,0,1,0,1,1,1,0
"1234",1119172,0,0,0,0,0,0,0
"1235",1119173,1,1,1,1,1,1,1
"1236",1119183,0,0,0,0,0,0,0
"1237",1119185,0,0,0,0,0,0,0
"1238",2221005,0,0,0,0,0,0,0
"1239",2221008,0,1,0,0,1,1,1
"1240",2221011,0,1,0,0,0,1,1
"1241",2221012,0,0,0,0,0,0,1
"1242",2221013,0,0,0,0,0,0,0
"1243",2221014,1,1,1,1,1,1,1
"1244",2221018,0,0,0,0,0,0,1
"1245",2221019,1,1,1,1,1,1,1
"1246",2221020,1,1,1,1,1,1,1
"1247",2221025,0,1,1,0,0,1,1
"1248",2221026,1,1,1,1,1,1,1
"1249",2221027,1,1,1,1,1,1,1
"1250",2221028,0,0,0,0,0,0,0
"1251",2221029,0,0,0,0,0,0,1
"1252",2221031,1,1,1,1,1,1,1
"1253",2221033,0,0,0,0,0,0,0
"1254",2221142,1,1,1,1,1,1,1
"1255",2221146,0,0,0,0,0,0,0
"1256",2221147,0,0,0,0,0,0,0
"1257",2221150,0,1,0,0,0,1,0
"1258",2221157,0,0,0,0,0,0,0
"1259",2221163,0,1,0,0,0,0,0
"1260",2221166,0,1,0,0,0,0,1
"1261",2221167,1,1,1,1,1,1,0
"1262",2221169,0,1,0,0,1,1,1
"1263",2221172,0,0,0,0,0,0,0
"1264",2221176,0,0,0,0,0,0,1
"1265",2221177,0,0,0,0,0,0,0
"1266",2221181,0,0,0,0,0,0,0
"1267",2221183,1,1,1,1,1,1,1
"1268",2221185,1,1,1,1,1,1,1
"1269",2221187,0,0,0,0,0,0,0
"1270",2221188,1,1,1,1,1,1,1
"1271",2221193,0,0,0,0,0,0,0
"1272",2221194,0,0,0,0,0,0,0
"1273",2221195,0,0,0,0,0,0,0
"1274",2221198,1,1,1,1,1,1,1
"1275",2221200,0,0,0,0,0,0,1
"1276",2221201,0,1,0,0,0,1,0
"1277",2221202,0,0,0,0,0,0,0
"1278",2221210,0,0,0,0,0,0,0
"1279",2221211,1,1,1,1,1,1,1
"1280",2221218,1,1,1,1,1,1,1
"1281",2221226,0,1,0,0,0,0,0
"1282",2221227,0,0,0,0,0,0,0
"1283",2221229,0,0,0,0,0,0,0
"1284",2221233,1,1,1,1,1,1,1
"1285",2221236,1,1,1,1,1,1,1
"1286",2221239,0,1,1,0,1,1,1
"1287",2221244,1,1,1,1,1,1,1
"1288",2221246,0,0,0,0,0,0,0
"1289",2221363,1,1,1,1,1,1,1
"1290",2222011,0,0,0,0,0,0,1
"1291",2222012,0,1,0,0,0,1,1
"1292",2222015,0,1,0,1,1,1,1
"1293",2222043,0,1,0,0,1,1,1
"1294",2222052,1,1,1,1,1,0,1
"1295",2222056,1,1,1,1,1,1,1
"1296",2222059,0,0,0,0,0,0,0
"1297",2222060,0,1,0,0,1,1,1
"1298",2222061,1,1,1,1,1,1,1
"1299",2222062,0,1,0,0,0,1,0
"1300",2222067,1,1,0,1,1,1,1
"1301",2222068,1,1,1,1,1,1,1
"1302",2222078,0,1,0,0,0,1,0
"1303",2222080,1,1,0,1,1,1,1
"1304",2222085,1,1,1,1,1,1,1
"1305",2222087,0,0,0,0,0,0,1
"1306",2222092,0,0,0,0,0,1,0
"1307",2222097,0,0,0,0,0,0,0
"1308",2222099,1,1,1,1,1,1,1
"1309",2222103,0,0,0,0,0,0,1
"1310",2222105,0,0,0,0,0,0,1
"1311",2222112,1,1,1,0,1,1,1
"1312",2222113,0,0,0,0,0,1,0
