id,region,takeup_survey,age,agpop,educ,rice_inc,ricearea_2010,disaster_loss,insurance_repay,insurance_buy,disaster_prob,general_trust,male,default,delay,intensive,info_takeup_rate,info_takeup_list,info_none,understanding,day,risk_averse,literacy,educ_good,reveal,disaster_yes,address,village,network_obs,network_rate_preintensive,network_rate_presession,network_rate_pretakeup,network_rate_presimple,knowledge_network,friend1,friend2,friend3,friend4,friend5,network_onlyone,network_onlytwo,network_twomore,network_yes,network_twoside,secondnet_obs,network_second,mean_allnetindegree,mean_1steduc_indegree,mean_allnetpath_out_ind,mean_1steduc_path_out_ind,mean_allnetpath_in_ind,mean_1steduc_path_in_ind,mean_allneteigenvector,mean_1steduc_eigenvector,eigenvector,indegree,path_in_ind,path_out_ind
11117067,1,1,54,4,1,75,9,50,0,0,20,1,1,0,1,1,0,0,1,.60000002,14,0,1,0,,1,82,17,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,14,.14285715,3.75,0,2.2727273,0,1.8333334,0,.14190719,0,0,0,1.5,1.9090909
11117068,1,0,63,2,1,100,16,,0,0,50,1,1,0,0,1,0,0,1,.80000001,14,0,1,0,0,0,82,17,5,.2,.40000001,0,.2,.5,0,0,0,0,1,1,0,0,1,.2,11,.090909094,2,1,2.3193474,2.2307692,2.1481481,1,.14955604,.1021195,.071668901,1,1,2.3076923
11117070,1,0,70,2,1,100,4,,0,1,20,1,1,0,1,1,1,0,0,.2,14,0,1,0,,0,82,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,10,.1,2,0,2.2424242,0,1.6296296,0,0,0,.26232791,3,2.3333333,2.3636363
11117072,1,0,56,4,1,40,10,20,0,0,30,1,1,0,0,1,0,0,1,.80000001,14,0,1,0,,1,82,17,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,11,.090909094,2.25,0,2.3863635,0,1.8194444,0,.14233957,0,.24295546,1,3.3888888,2.1818182
11117075,1,0,54,2,1,80,6,,0,1,20,1,1,0,1,1,0,0,1,.2,14,.60000002,1,0,,0,82,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,4,.25,1,0,2.3076923,0,1.6666666,0,.1043471,0,.079647698,3,1,3.2307692
11117077,1,0,59,6,0,50,12,60,0,0,80,1,1,0,1,0,0,0,1,.2,14,.19999999,0,0,,1,82,17,5,.2,.40000001,0,.2,.2,0,0,0,0,1,1,0,0,1,0,10,.1,2,0,2.5314684,0,1.7037038,0,.0716535,0,.1043471,1,1.6666666,2.3076923
11117078,1,0,60,6,1,30,21,,0,1,40,1,1,0,1,1,1,0,0,.2,14,.60000002,1,0,,1,82,17,5,0,.40000001,0,.40000001,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,2.1818182,0,3.4444444,0,.21653932,0,.034589324,2.125,2.1284723,3
11117079,1,0,44,5,1,60,11,,0,0,50,1,1,0,0,0,0,0,1,.2,14,0,1,0,0,0,82,17,5,.2,.40000001,0,.2,.40000001,0,0,0,0,1,1,0,0,1,0,9,0,3.5,0,2.2727273,0,2.6388888,0,.03758781,0,.13531281,3,2.6111112,2.4545455
11117080,1,0,47,4,1,90,10,40,0,1,20,0,1,0,1,0,0,1,0,.40000001,14,0,1,0,,1,82,17,5,.2,.40000001,0,.2,.2,0,0,0,0,1,1,0,0,1,0,11,.090909094,1.6666666,0,2.5454545,0,2.3333333,0,.11551621,0,.26059833,3,2.0555556,1.9090909
11117081,1,0,46,2,1,70,15,,0,0,30,1,1,0,0,1,0,0,1,,14,.2,1,0,,,82,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117082,1,0,38,5,1,100,26,15,0,1,20,1,1,0,1,1,0,0,1,.40000001,14,0,1,0,,1,82,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,9,0,2.6666667,0,2,0,2.2592592,0,.072179772,0,.21123581,2,2.8333333,2.2727273
11117318,1,0,70,2,0,100,2.3,,1,1,50,1,1,0,0,0,0,0,1,.2,22,0,0,0,0,0,86,17,5,0,.2,1,.2,.2,0,0,0,0,1,0,0,0,0,0,20,.30000001,3.5999999,0,2.8,0,2.5741935,0,.17985612,0,.15370928,1,3.5806451,2.5517242
11117319,1,1,35,4,1,100,20,,0,1,0,1,1,0,0,1,0,0,1,.2,18,.19999999,1,0,0,0,86,17,5,.2,.60000002,.66666669,.40000004,.2,0,0,0,0,1,1,0,0,1,.2,16,.1875,4.4000001,5,2.6413794,2.724138,2.6322582,2.9032259,.18051831,.13474394,.16857605,5,2.9032259,2.6551723
11117320,1,0,42,5,2,100,20,,0,0,50,1,1,0,1,0,0,1,0,.2,22,.19999999,1,1,,1,86,17,5,.60000002,.60000002,1,0,.46666667,0,0,0,0,1,0,0,1,1,.60000002,11,.18181819,3.5,4.3333335,2.5344827,2.6091955,3.1532259,2.9784946,.13739377,.13466528,.13441564,5,2.7419355,2.7931035
11117321,1,1,44,4,1,80,18,,1,1,20,1,1,0,1,1,0,0,1,.60000002,22,.80000001,1,0,,,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117323,1,0,46,4,1,100,14,,0,0,30,0,1,0,0,0,0,0,1,.2,22,0,1,0,,0,86,17,5,.2,.40000001,1,.2,.2,0,0,0,0,1,1,0,0,1,0,16,.3125,5,5,2.6206896,2.6551723,2.7258065,2.9032259,.1595504,.16857605,.18000343,5,2.516129,2.6551723
11117324,1,0,42,5,1,70,18,,1,1,50,1,1,0,1,0,0,0,1,.40000001,22,.39999998,1,0,,1,86,17,5,0,.60000002,0,.60000002,.2,0,0,0,0,1,0,0,0,0,0,15,.13333334,3.75,0,2.525862,0,2.5564516,0,.21398979,0,.15240306,4,2.7741935,2.4827585
11117325,1,0,71,5,1,40,5,,0,0,50,1,1,0,0,1,0,0,1,,18,.40000001,1,0,,,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117326,1,1,66,4,2,100,6,,1,1,40,0,1,0,1,0,1,0,0,.40000001,22,0,1,1,,0,86,17,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,3.8012301e-25,3.7,2.7606854,2.7614942
11117327,1,1,72,7,0,40,5,,1,0,50,1,1,0,1,1,0,1,0,1,22,0,0,0,,,86,17,5,.60000002,.80000001,0,.19999999,.80000001,0,0,0,0,1,0,0,1,1,0,5,.2,4,0,3.3488371,0,2.673913,0,.135792,0,.035025861,2,3.5625,2.7614942
11117329,1,1,51,4,1,100,17,,0,1,20,0,1,0,0,1,0,0,1,.2,18,0,1,0,1,0,86,17,5,.2,.40000001,1,.2,.2,0,0,0,0,1,1,0,0,1,.2,15,.2,4.25,5,2.6293104,2.6551723,2.5080645,2.9032259,.19543977,.16857605,.13474394,5,2.9032259,2.724138
11117330,1,1,40,4,2,,9,,0,0,0,1,1,0,0,1,0,0,1,1,18,0,1,1,0,0,86,17,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,0,17,.17647059,4.4000001,5,2.5931034,2.724138,2.9548388,2.9032259,.13647754,.13474394,.10067583,3,3.1290324,2.4482758
11117331,1,1,68,16,2,100,3,,0,1,0,1,1,0,1,0,0,0,1,1,22,0,1,1,,0,86,17,5,.80000001,.80000001,1,0,.2,0,0,0,0,1,0,0,1,1,0,5,.2,0,0,3,0,1.8387097,0,.29289019,0,.092737854,2,2.9032259,3.8965516
11117332,1,0,58,6,1,90,15,,0,0,50,1,1,0,1,1,0,0,1,.2,22,0,1,0,,0,86,17,5,.40000001,.60000002,.33333334,.20000002,.46666667,0,0,0,0,1,0,1,1,1,.2,15,.33333334,4.75,3.5,2.6810346,2.7068965,2.6129031,2.9354839,.16834201,.11676672,.10616048,3,3.2258065,2.3448277
11117333,1,0,34,4,2,70,20,,1,1,40,1,1,0,0,0,0,0,1,.2,22,0,1,1,0,0,86,17,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,.2,15,.13333334,3.8,5,2.5448275,2.6551723,2.6709678,2.9032259,.18521456,.16857605,.15466458,5,3.1290324,2.6206896
11117334,1,0,48,4,1,100,7,50,0,0,50,1,1,0,1,0,0,0,1,.2,22,.19999999,1,0,,1,86,17,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,13,.23076923,2.25,0,2.6982758,0,2.4354839,0,.22857554,0,.17537233,5,2.8064516,2.5517242
11117335,1,0,56,5,1,100,75,50,0,1,20,0,1,0,0,0,0,0,1,0,22,0,1,0,1,1,86,17,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,17,.23529412,3.25,0,2.6293104,0,2.75,0,.1822719,0,.10007267,3.7,2.7606854,2.6333334
11117336,1,1,58,4,3,100,13,10,0,1,30,1,1,0,1,1,0,0,1,.60000002,22,0,1,1,,1,86,17,5,.2,.2,1,0,.80000001,0,0,0,0,1,1,0,0,1,.2,11,.18181819,5.75,4,2.9913793,2.6206896,2.2983871,2.483871,.20183906,.15040374,.29289019,0,1.8387097,3
11117337,1,0,51,7,2,70,11,5,1,0,20,1,1,0,1,1,1,0,0,.2,22,0,1,1,,1,86,17,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,12,.16666667,6.4000001,0,2.9655173,0,2.2322581,0,.23704652,0,.21702944,4,2.4193549,2.7931035
11117339,1,1,58,15,1,60,10,,0,0,50,1,1,0,1,1,0,0,1,.80000001,22,.2,1,0,,,86,17,5,.40000001,.40000001,,0,.80000001,0,0,0,0,1,0,1,1,1,0,14,.2857143,4.6666665,0,2.6561303,0,2.8111558,0,.15674312,0,.10960446,2,2.9354839,2.7586207
11117340,1,1,67,6,0,90,7,,1,1,40,1,1,0,0,0,0,0,1,.2,22,0,0,0,0,0,86,17,5,.2,.2,0,0,1,0,0,0,0,1,1,0,0,1,0,19,.42105263,2.25,5,2.9391763,2.7222223,2.5608871,2.05,.18109673,.27232668,.22904943,7,2.032258,2.6896551
11117341,1,0,39,4,1,80,17,10,0,0,50,1,1,0,0,0,0,0,1,.2,22,0,1,0,0,1,86,17,5,0,.2,1,.2,.60000002,0,0,0,0,1,0,0,0,0,0,17,.23529412,3.8,0,2.9448276,0,2.4000001,0,.2142459,0,.27157325,5,2.2258065,2.4482758
11117343,1,1,39,4,2,40,13,20,0,1,60,1,1,0,0,0,0,0,1,.60000002,22,0,1,1,0,1,86,17,5,0,.60000002,.33333334,.60000002,.2,0,0,0,0,1,0,0,0,0,0,20,.15000001,4.8000002,0,2.7655172,0,2.5354838,0,.2059499,0,.22058058,3,2.6774194,2.2068965
11117345,1,1,59,6,1,90,10,,0,0,30,1,1,0,1,1,0,1,0,.60000002,22,1,1,0,,0,86,17,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,.2,19,.15789473,4.8000002,5,2.5999999,2.724138,2.6903226,2.9032259,.17370164,.13474394,.24971795,0,2.3548386,2.3793104
11117346,1,1,50,4,1,95,12,5,0,1,20,1,1,0,1,0,0,0,1,0,22,0,1,0,,1,86,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,13,.23076923,4.5999999,0,3.0275862,0,2.1935484,0,.23337443,0,.25670686,8,2.2258065,3.0344827
11117347,1,1,53,5,1,,23,,1,1,50,0,1,0,0,1,0,0,1,.80000001,18,0,1,0,0,,86,17,5,.2,.60000002,.33333334,.40000004,.33333334,0,0,0,0,1,1,0,0,1,.2,15,.13333334,5,4,2.6637931,2.9655173,2.467742,2.7419355,.22042957,.13285761,.15533091,2,2.8064516,2.4827585
11117348,1,0,57,6,2,100,5,20,0,1,40,1,1,0,0,1,0,0,1,.2,18,.19999999,1,1,0,1,86,17,5,.60000002,.80000001,.75,.19999999,.69999999,0,0,0,0,1,0,0,1,1,.40000001,12,.25,4,3.6666667,2.6465516,2.7126436,2.5564516,2.6666667,.1831122,.15362519,.13285761,4,2.7419355,2.9655173
11117350,1,1,45,4,1,60,8,20,0,0,40,1,1,0,0,1,0,0,1,.80000001,18,.60000002,1,0,0,1,86,17,5,.2,.40000001,1,.2,.80000001,0,0,0,0,1,1,0,0,1,.2,15,.2,3.25,5,2.9482758,3.0344827,2.4354839,2.7096775,.20394377,.15514094,.15040374,4,2.483871,2.6206896
11117352,1,1,39,4,2,90,23,10,0,1,20,0,1,0,1,1,0,1,0,1,22,0,1,1,,1,86,17,5,.2,.40000001,1,.2,.60000002,0,0,0,0,1,1,0,0,1,0,15,.33333334,5.4000001,5,2.9793103,3.0344827,2.1870968,2.7096775,.23674907,.15514094,.25983119,7,2.0645161,2.6551723
11117354,1,0,54,4,2,80,23,30,0,0,30,1,1,0,1,1,0,1,0,.2,22,0,1,1,,1,86,17,5,.2,.40000001,.5,.2,.2,0,0,0,0,1,1,0,0,1,0,20,.30000001,2.4000001,5,2.6902299,2.6551723,2.6350806,2.9032259,.1852427,.16857605,.14557926,1,3.6774194,2.3103449
11117356,1,1,73,2,1,30,4,,1,1,20,1,1,0,1,1,0,0,1,.60000002,22,.80000001,1,0,,,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117357,1,1,46,4,2,100,35,,0,0,50,1,1,0,0,1,0,0,1,1,18,0,1,1,0,1,86,17,5,.60000002,.60000002,.66666669,0,.53333336,0,0,0,0,1,0,0,1,1,.60000002,13,.15384616,2.8,3,3.0068965,2.8275862,2.651613,2.967742,.17409208,.14346896,.15514094,5,2.7096775,3.0344827
11117359,1,0,38,5,1,20,5,,0,1,40,1,1,0,1,0,0,1,0,.40000001,22,0,1,0,,0,86,17,5,.2,.2,0,0,.2,0,0,0,0,1,1,0,0,1,0,13,.23076923,4.75,4,2.9137931,2.9655173,2.217742,2.7419355,.23557146,.13285761,.12933572,3.7,2.7606854,3
11117360,1,0,40,4,1,70,15,,0,0,50,1,1,0,0,0,0,0,1,0,18,.40000001,1,0,,,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117363,1,1,39,6,2,100,40,,1,1,20,1,1,0,0,1,0,0,1,.60000002,18,1,1,1,0,1,86,17,5,.40000001,.40000001,1,0,.89999998,0,0,0,0,1,0,1,1,1,.2,13,.30769232,6.1999998,4.5,2.8965516,2.8275862,2.3225806,2.5967741,.21440813,.15277234,.14714552,1,3.6774194,2.8965516
11117364,1,0,40,4,2,100,18,20,0,0,30,1,1,0,1,0,0,0,1,.40000001,22,0,1,1,,1,86,17,5,.2,.2,1,0,.80000001,0,0,0,0,1,1,0,0,1,0,11,.18181819,3.5,2,2.8275862,2.4827585,2.3225806,2.8064516,.23048934,.15533091,.24995793,7,2.1290324,3.1379311
11117365,1,1,40,4,1,80,8,,0,1,20,1,1,0,1,0,1,0,0,1,22,0,1,0,,0,86,17,5,.2,.40000001,1,.2,.2,0,0,0,0,1,1,0,0,1,0,17,.29411766,3.5,5,2.6379311,2.724138,2.5564516,2.9032259,.18077895,.13474394,.099253066,3.7,2.7606854,2.7
11117368,1,1,52,4,1,,20.1,20,0,0,20,1,1,0,1,0,0,0,1,.60000002,22,.39999998,1,0,,1,86,17,5,.2,.2,1,0,1,0,0,0,0,1,1,0,0,1,.2,8,.375,4.3333335,5,3.0229886,3.0344827,2.2580645,2.7096775,.23491266,.15514094,.14716339,5,2.516129,3.5517242
11117369,1,1,59,3,1,70,,,1,1,40,1,1,0,1,0,0,1,0,.60000002,22,.60000002,1,0,,,86,17,5,.40000001,.80000001,.25,.40000001,1,0,0,0,0,1,0,1,1,1,0,10,.1,3.5,3,2.7590218,2.4482758,2.9775596,3.1290324,.093310595,.10067583,.051093962,1,3.1290324,3.3448277
11117376,1,1,59,5,1,85,16,,0,0,50,0,1,0,0,1,0,0,1,.80000001,18,0,1,0,0,0,87,17,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,.2,16,0,3.5,0,3.0465117,3,2.6793478,2.0869565,.1438366,.21694458,.1369673,4,2.6086957,3.0697675
11117377,1,0,73,10,0,10,3.5,,1,1,20,1,1,0,1,0,0,0,1,0,20,0,0,0,,0,87,17,5,.2,.40000001,0,.2,.60000002,0,0,0,0,1,1,0,0,1,0,14,.35714287,3.3333333,0,3.0775194,3,2.4347825,2.0869565,.19768827,.21694458,.11638877,2,3.3695652,3.3023255
11117382,1,0,47,4,1,90,14,,0,0,30,1,1,0,1,0,1,0,0,1,20,.39999998,1,0,,0,87,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,20,.15000001,5,0,3.3255816,0,2.701087,0,.1474866,0,.15597768,3,2.6956522,3
11117383,1,0,46,4,2,100,20,,1,1,20,0,1,0,0,0,0,0,1,0,18,0,1,1,0,0,87,17,5,.2,1,.2,.80000001,.75,0,0,0,0,1,1,0,0,1,0,17,.17647059,3.5,2,3.1918604,3.1860466,2.951087,3.4565217,.1145031,.089427248,.12721838,4,2.7608695,2.9534883
11117385,1,0,58,6,1,80,13.6,,0,0,50,1,1,0,1,1,0,0,1,.2,20,.39999998,1,0,,0,87,17,5,.2,.60000002,0,.40000004,.80000001,0,0,0,0,1,1,0,0,1,.2,15,.26666668,2.75,0,3.0930233,3,2.548913,2.0869565,.17406939,.21694458,.19613431,7,2.2173913,3.2325583
11117387,1,0,66,6,0,70,12,,1,1,40,1,1,0,0,0,0,0,1,,18,.60000002,0,0,,,87,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117389,1,0,57,7,2,70,21,0,0,0,30,1,1,0,1,0,0,0,1,.2,20,0,1,1,,1,87,17,5,0,.2,0,.2,1,0,0,0,0,1,0,0,0,0,0,19,.10526316,4,0,2.9720931,0,2.9913044,0,.12242064,0,.13685226,5,2.5869565,2.7441862
11117392,1,0,50,4,2,80,15,,0,1,20,1,1,0,0,0,0,0,1,1,18,0,1,1,0,0,87,17,5,0,.2,0,.2,0,0,0,0,0,1,0,0,0,0,0,11,.18181819,5.3333335,0,2.9767442,0,2.521739,0,.15340166,0,.085945353,4,2.826087,3.0697675
11117397,1,0,49,5,1,30,5,,0,0,30,0,1,0,1,1,0,1,0,1,20,0,1,0,,0,87,17,5,0,.2,0,.2,,0,0,0,0,1,0,0,0,0,0,14,.14285715,3.3333333,0,2.8992248,0,3.289855,0,.12674145,0,.052805055,1,0,2.8372092
11117398,1,0,52,8,1,,13,,0,1,20,1,1,0,1,0,0,0,1,.60000002,20,0,1,0,,0,87,17,5,.2,.40000001,.5,.2,.5,0,0,0,0,1,1,0,0,1,0,15,.13333334,1.25,2,2.9302325,3.1860466,2.4673913,3.4565217,.12513073,.089427248,.088607058,2,4.4347825,2.7906976
11117399,1,1,56,4,3,15,3,5,0,0,50,1,1,0,0,1,0,0,1,.80000001,18,0,1,1,0,1,87,17,5,.2,.2,0,0,.60000002,0,0,0,0,1,1,0,0,1,0,15,.40000001,2.3333333,6,3.1937985,3.1860466,3.268116,2.4782608,.14269938,.15856844,.089427248,2,3.4565217,3.1860466
11117400,1,1,73,2,0,30,4,,1,1,40,1,1,0,1,1,0,1,0,.80000001,20,.60000002,0,0,,,87,17,5,.40000001,.80000001,.25,.40000001,1,0,0,0,0,1,0,1,1,1,0,14,.21428572,3,3,2.8703556,2.4482758,3.3183732,3.1290324,.095812023,.10067583,.038356543,1,4.3913045,3.5116279
11117404,1,0,48,4,1,50,12,,0,0,50,1,1,0,0,0,0,0,1,.2,18,0,1,0,0,0,87,17,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,16,.1875,3,6,2.9186046,3.2093024,3.0597825,2.3695652,.17008078,.16099776,.12711748,2,3.4782608,2.8139534
11117405,1,0,64,2,0,100,13,,0,1,20,1,1,0,1,1,0,0,1,.40000001,20,0,0,0,,0,87,17,5,.2,.2,0,0,.60000002,0,0,0,0,1,1,0,0,1,0,17,.29411766,4.25,6,3.0116279,3.1860466,2.646739,2.4782608,.20038547,.15856844,.15065736,3,3.3913043,3.0232558
11117406,1,0,55,5,1,100,9,,0,0,30,1,1,0,1,0,1,0,0,.60000002,20,0,1,0,,0,87,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,20,.2,4,0,2.911628,0,3.521739,0,.14383309,0,.13749486,3,3.5434783,2.5581396
11117408,1,0,57,5,0,100,16,10,1,0,5,0,1,0,0,1,0,0,1,.60000002,18,.39999998,0,0,0,1,87,17,5,.80000001,.80000001,0,0,.69999999,0,0,0,0,1,0,0,1,1,.60000002,14,.2857143,3,3,3.2151163,3.2151163,2.2608695,2.2608695,.191475,.191475,.15856844,6,2.4782608,3.1860466
11117409,1,0,62,4,2,70,18,20,0,0,20,1,1,0,1,1,0,0,1,.60000002,20,0,1,1,,1,87,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,18,.27777779,4.5,0,2.9651163,0,2.7880435,0,.18780839,0,.23117313,0,2.9347825,2.8837209
11117410,1,1,58,6,1,100,7,20,0,1,40,1,1,0,1,1,0,0,1,.40000001,20,0,1,0,,1,87,17,5,0,0,,0,,0,0,0,0,1,0,0,0,0,0,20,.25,3.8,0,3.0465117,0,2.8695652,0,.16958648,0,.23576115,5,2.5652175,2.8837209
11117412,1,0,53,5,1,100,27,20,1,0,0,0,1,0,0,1,0,0,1,.80000001,18,.39999998,1,0,0,1,87,17,5,.60000002,.60000002,0,0,.60000002,0,0,0,0,1,0,0,1,1,.40000001,14,.2857143,3.75,4,3.2093024,3.2790697,2.4402175,2.3550725,.17562595,.18217538,.16099776,6,2.3695652,3.2093024
11117415,1,0,73,6,0,30,4,,1,1,20,1,1,0,0,0,0,0,1,,18,.80000001,0,0,,,87,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117418,1,0,29,4,2,,9,,0,0,30,1,1,0,1,0,1,0,0,1,20,0,1,1,,0,87,17,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,5,.2,3,0,4.1627908,0,3.2173913,0,.071193248,0,.0098872241,3.4318182,2.9609683,0
11117419,1,0,34,6,2,60,20,,0,1,20,1,1,0,0,0,0,0,1,.80000001,18,1,1,1,0,0,87,17,5,.2,.2,0,0,.60000002,0,0,0,0,1,1,0,0,1,0,10,.40000001,5.5,6,3.0348837,3.1860466,2.521739,2.4782608,.1971648,.15856844,.135792,4,2.673913,3.3488371
11117422,1,1,77,7,0,40,5,,0,0,50,1,1,0,1,1,0,0,1,.80000001,20,.2,0,0,,,87,17,5,.40000001,.40000001,,0,.80000001,0,0,0,0,1,0,1,1,1,0,13,.07692308,4.6666665,0,3,0,2.6231883,0,.19198561,0,.10081488,2,4,3.0930233
11117423,1,0,50,5,1,60,10,80,1,0,50,1,1,0,1,0,0,0,1,.2,20,0,1,0,,1,87,17,5,0,.2,0,.2,.2,0,0,0,0,1,0,0,0,0,0,15,.06666667,4.75,0,2.9476745,0,2.7391305,0,.1525677,0,.14864936,7,2.7173913,2.8837209
11117424,1,0,42,4,1,100,20.8,,0,0,50,1,1,0,1,1,0,0,1,.2,20,0,1,0,,1,87,17,5,.2,.40000001,0,.2,.40000001,0,0,0,0,1,1,0,0,1,0,14,.35714287,4.5,0,3.110465,3.3255813,2.3315217,2.173913,.20645612,.21701618,.15476505,3,2.847826,3.1627908
11117425,1,0,45,4,2,100,26,,1,0,0,0,1,0,0,1,0,0,1,.40000001,18,.19999999,1,1,0,1,87,17,5,.60000002,.60000002,0,0,.73333335,0,0,0,0,1,0,0,1,1,.60000002,11,.45454547,6,6,3.2034883,3.2403102,2.4673913,2.4202898,.16663672,.16350257,.21701618,0,2.173913,3.3255813
11117426,1,0,60,6,0,100,10,25,0,0,30,1,1,0,1,1,0,0,1,.40000001,20,0,0,0,,1,87,17,5,.60000002,.60000002,0,0,.66666669,0,0,0,0,1,0,0,1,1,.2,17,.35294119,2.5,2,3.1279068,3.2170541,2.3152175,2.2246377,.19841954,.20163409,.22927243,6,2.3695652,3.0697675
11117427,1,0,53,6,1,100,38,50,0,0,20,0,1,0,1,1,1,0,0,.60000002,20,0,1,0,,1,87,17,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,5,.60000002,6,6,3.2093024,3.2093024,2.3695652,2.3695652,.16099776,.16099776,.071193248,3,3.2173913,4.1627908
11117431,1,0,46,4,1,60,10,,0,0,0,0,1,0,1,0,0,1,0,.2,20,0,1,0,,0,87,17,5,.2,.60000002,0,.40000004,.46666667,0,0,0,0,1,1,0,0,1,0,18,.11111111,2.75,0,2.8546512,3,2.527174,2.0869565,.17567673,.21694458,.18877591,4,2.5869565,2.860465
11117432,1,0,62,6,1,50,9,,1,1,40,1,1,0,0,0,0,0,1,.40000001,18,0,1,0,0,0,87,17,5,0,.2,0,.2,.80000001,0,0,0,0,1,0,0,0,0,0,22,.090909094,4,0,3.0279069,0,2.6565218,0,.16673473,0,.18340157,5,2.5652175,2.8139534
11117435,1,1,68,5,1,40,10.2,30,0,0,50,1,1,0,1,0,0,1,0,.40000001,20,0,1,0,,1,87,17,5,.2,.40000001,0,.2,.5,0,0,0,0,1,1,0,0,1,0,18,.33333334,4.5,6,3.145349,3.2093024,3.048913,2.3695652,.14196742,.16099776,.11160718,1,3.5,3
11117436,1,1,62,3,1,40,3.5,,0,1,20,1,1,0,1,1,1,0,0,.2,20,.39999998,1,0,,0,87,17,5,.2,.2,0,0,.40000001,0,0,0,0,1,1,0,0,1,0,19,.31578946,2.5999999,0,2.9581394,3.3255813,2.6956522,2.173913,.19409348,.21701618,.1645229,3,3.8043478,2.6976745
11117437,1,0,47,4,1,100,17,,0,0,30,1,1,0,0,0,0,0,1,.2,18,0,1,0,0,0,87,17,5,.2,.80000001,0,.60000002,.46666667,0,0,0,0,1,1,0,0,1,.2,19,.21052632,3.25,0,2.9476743,3,2.701087,2.0869565,.17230529,.21694458,.14638311,3,2.7608695,2.6046512
11117439,1,0,52,5,1,100,35,,1,1,0,1,1,0,0,1,0,0,1,.80000001,18,1,1,0,0,1,87,17,5,.40000001,.60000002,0,.20000002,.33333334,0,0,0,0,1,0,1,1,1,.40000001,13,.38461539,4,3,3.1569767,3.2558141,2.521739,2.326087,.16614012,.1877923,.17094152,6,2.4130435,3.3255813
11117440,1,1,66,2,1,60,10,,0,0,50,1,1,0,1,0,0,0,1,1,20,.2,1,0,,,87,17,5,.40000001,.40000001,,0,.80000001,0,0,0,0,1,0,1,1,1,0,14,.071428575,4,0,2.9767442,0,2.8115942,0,.18852967,0,.078548245,3.4318182,2.9609683,3.0227273
11117442,1,0,44,4,1,90,15,,1,1,40,0,1,0,1,0,0,1,0,0,20,0,1,0,,0,87,17,5,.2,.40000001,0,.2,.40000001,0,0,0,0,1,1,0,0,1,0,17,.29411766,3.5,0,3.3430233,3.3255813,2.5815217,2.173913,.17522085,.21701618,.18576653,5,2.7826087,3.1627908
11117443,1,0,40,4,2,70,15,,0,0,50,1,1,0,0,1,0,0,1,,18,.40000001,1,1,,,87,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11117444,1,0,53,8,2,100,40,,0,0,20,1,1,0,1,1,0,1,0,.2,20,0,1,1,,1,87,17,5,0,.40000001,0,.40000001,.40000001,0,0,0,0,1,0,0,0,0,0,15,.13333334,4.75,0,3.0290697,0,2.8206522,0,.14282109,0,.11736689,4,2.7608695,3.0465117
11117445,1,0,69,7,0,100,16,50,0,0,30,1,1,0,1,0,0,0,1,.2,20,0,0,0,,1,87,17,5,.2,.2,0,0,.80000001,0,0,0,0,1,1,0,0,1,0,16,.125,1.25,0,2.9360466,3,2.9836955,2.0869565,.17550033,.21694458,.10814363,2,4.478261,2.6744187
11117446,1,1,66,3,1,15,2.3,,1,1,20,1,1,0,1,0,0,1,0,.2,20,0,1,0,,0,87,17,5,0,.2,0,.2,.80000001,0,0,0,0,1,0,0,0,0,0,18,.22222222,3,0,2.8197675,0,3.5597825,0,.13805284,0,.076690398,3.4318182,2.9609683,2.7045455
