"","x"
"1",3230
"2",3233
"3",3235
"4",3808
"5",3832
"6",4990
"7",4992
"8",6273
"9",6278
"10",6280
"11",6430
"12",6432
"13",7174
"14",7863
"15",7864
"16",7865
"17",7866
"18",7867
"19",7868
"20",7869
"21",7870
"22",7871
"23",7875
"24",7876
"25",7877
"26",7878
"27",7941
"28",8555
